Navn;Stasjon;Tid(norsk normaltid);Lufttemperatur
Sarpsborg;SN3190;04.04.2025 17:00;9,7
Sarpsborg;SN3190;04.04.2025 18:00;9,1
Sarpsborg;SN3190;04.04.2025 19:00;8
Sarpsborg;SN3190;04.04.2025 20:00;6,6
Sarpsborg;SN3190;04.04.2025 21:00;5,9
Sarpsborg;SN3190;04.04.2025 22:00;5,2
Sarpsborg;SN3190;04.04.2025 23:00;4,2
Sarpsborg;SN3190;05.04.2025 00:00;3,7
Sarpsborg;SN3190;05.04.2025 01:00;3,7
Sarpsborg;SN3190;05.04.2025 02:00;3,9
Sarpsborg;SN3190;05.04.2025 03:00;3,1
Sarpsborg;SN3190;05.04.2025 04:00;3,8
Sarpsborg;SN3190;05.04.2025 05:00;3,2
Sarpsborg;SN3190;05.04.2025 06:00;2,9
Sarpsborg;SN3190;05.04.2025 07:00;4,1
Sarpsborg;SN3190;05.04.2025 08:00;5,7
Sarpsborg;SN3190;05.04.2025 09:00;5,6
Sarpsborg;SN3190;05.04.2025 10:00;6,3
Sarpsborg;SN3190;05.04.2025 11:00;7,1
Sarpsborg;SN3190;05.04.2025 12:00;8
Sarpsborg;SN3190;05.04.2025 13:00;8,9
Sarpsborg;SN3190;05.04.2025 14:00;9,2
Sarpsborg;SN3190;05.04.2025 15:00;9,2
Sarpsborg;SN3190;05.04.2025 16:00;9,3
Sarpsborg;SN3190;05.04.2025 17:00;9,1
Sarpsborg;SN3190;05.04.2025 18:00;8,3
Sarpsborg;SN3190;05.04.2025 19:00;7,4
Sarpsborg;SN3190;05.04.2025 20:00;6,5
Sarpsborg;SN3190;05.04.2025 21:00;6,1
Sarpsborg;SN3190;05.04.2025 22:00;5,4
Sarpsborg;SN3190;05.04.2025 23:00;4,5
Sarpsborg;SN3190;06.04.2025 00:00;4
Sarpsborg;SN3190;06.04.2025 01:00;2
Sarpsborg;SN3190;06.04.2025 02:00;1
Sarpsborg;SN3190;06.04.2025 03:00;1,5
Sarpsborg;SN3190;06.04.2025 04:00;0,3
Sarpsborg;SN3190;06.04.2025 05:00;0,2
Sarpsborg;SN3190;06.04.2025 06:00;0,8
Sarpsborg;SN3190;06.04.2025 07:00;2,1
Sarpsborg;SN3190;06.04.2025 08:00;3,7
Sarpsborg;SN3190;06.04.2025 09:00;5,7
Sarpsborg;SN3190;06.04.2025 10:00;8,2
Sarpsborg;SN3190;06.04.2025 11:00;9,5
Sarpsborg;SN3190;06.04.2025 12:00;10,5
Sarpsborg;SN3190;06.04.2025 13:00;12
Sarpsborg;SN3190;06.04.2025 14:00;12,8
Sarpsborg;SN3190;06.04.2025 15:00;13,4
Sarpsborg;SN3190;06.04.2025 16:00;12,9
Sarpsborg;SN3190;06.04.2025 17:00;11,3
Sarpsborg;SN3190;06.04.2025 18:00;9,6
Sarpsborg;SN3190;06.04.2025 19:00;8,5
Sarpsborg;SN3190;06.04.2025 20:00;7
Sarpsborg;SN3190;06.04.2025 21:00;5,7
Sarpsborg;SN3190;06.04.2025 22:00;4,1
Sarpsborg;SN3190;06.04.2025 23:00;3,6
Sarpsborg;SN3190;07.04.2025 00:00;2,9
Sarpsborg;SN3190;07.04.2025 01:00;3,9
Sarpsborg;SN3190;07.04.2025 02:00;3,6
Sarpsborg;SN3190;07.04.2025 03:00;3,8
Sarpsborg;SN3190;07.04.2025 04:00;4,2
Sarpsborg;SN3190;07.04.2025 05:00;3,8
Sarpsborg;SN3190;07.04.2025 06:00;3,5
Sarpsborg;SN3190;07.04.2025 07:00;4,6
Sarpsborg;SN3190;07.04.2025 08:00;6,1
Sarpsborg;SN3190;07.04.2025 09:00;7,2
Sarpsborg;SN3190;07.04.2025 10:00;8,5
Sarpsborg;SN3190;07.04.2025 11:00;9,7
Sarpsborg;SN3190;07.04.2025 12:00;10,7
Sarpsborg;SN3190;07.04.2025 13:00;11,9
Sarpsborg;SN3190;07.04.2025 14:00;12,8
Sarpsborg;SN3190;07.04.2025 15:00;13,6
Sarpsborg;SN3190;07.04.2025 16:00;13,5
Sarpsborg;SN3190;07.04.2025 17:00;12,5
Sarpsborg;SN3190;07.04.2025 18:00;11,9
Sarpsborg;SN3190;07.04.2025 19:00;10,6
Sarpsborg;SN3190;07.04.2025 20:00;9,2
Sarpsborg;SN3190;07.04.2025 21:00;8
Sarpsborg;SN3190;07.04.2025 22:00;6,4
Sarpsborg;SN3190;07.04.2025 23:00;5,7
Sarpsborg;SN3190;08.04.2025 00:00;5,2
Sarpsborg;SN3190;08.04.2025 01:00;4,9
Sarpsborg;SN3190;08.04.2025 02:00;4,7
Sarpsborg;SN3190;08.04.2025 03:00;4,5
Sarpsborg;SN3190;08.04.2025 04:00;4,2
Sarpsborg;SN3190;08.04.2025 05:00;3,8
Sarpsborg;SN3190;08.04.2025 06:00;4
Sarpsborg;SN3190;08.04.2025 07:00;5,2
Sarpsborg;SN3190;08.04.2025 08:00;7,8
Sarpsborg;SN3190;08.04.2025 09:00;9,6
Sarpsborg;SN3190;08.04.2025 10:00;10,5
Sarpsborg;SN3190;08.04.2025 11:00;10,8
Sarpsborg;SN3190;08.04.2025 12:00;11,7
Sarpsborg;SN3190;08.04.2025 13:00;12,9
Sarpsborg;SN3190;08.04.2025 14:00;12,6
Sarpsborg;SN3190;08.04.2025 15:00;12
Sarpsborg;SN3190;08.04.2025 16:00;11,5
Sarpsborg;SN3190;08.04.2025 17:00;10,7
Sarpsborg;SN3190;08.04.2025 18:00;9,6
Sarpsborg;SN3190;08.04.2025 19:00;8,3
Sarpsborg;SN3190;08.04.2025 20:00;7,2
Sarpsborg;SN3190;08.04.2025 21:00;6,6
Sarpsborg;SN3190;08.04.2025 22:00;5,9
Sarpsborg;SN3190;08.04.2025 23:00;4,8
Sarpsborg;SN3190;09.04.2025 00:00;3,5
Sarpsborg;SN3190;09.04.2025 01:00;2,9
Sarpsborg;SN3190;09.04.2025 02:00;3,5
Sarpsborg;SN3190;09.04.2025 03:00;3,7
Sarpsborg;SN3190;09.04.2025 04:00;3,4
Sarpsborg;SN3190;09.04.2025 05:00;2,9
Sarpsborg;SN3190;09.04.2025 06:00;3,6
Sarpsborg;SN3190;09.04.2025 07:00;4,3
Sarpsborg;SN3190;09.04.2025 08:00;5,6
Sarpsborg;SN3190;09.04.2025 09:00;7,4
Sarpsborg;SN3190;09.04.2025 10:00;9,5
Sarpsborg;SN3190;09.04.2025 11:00;10,8
Sarpsborg;SN3190;09.04.2025 12:00;11,1
Sarpsborg;SN3190;09.04.2025 13:00;12,1
Sarpsborg;SN3190;09.04.2025 14:00;11,9
Sarpsborg;SN3190;09.04.2025 15:00;11,6
Sarpsborg;SN3190;09.04.2025 16:00;12,1
Sarpsborg;SN3190;09.04.2025 17:00;11,9
Sarpsborg;SN3190;09.04.2025 18:00;10,3
Sarpsborg;SN3190;09.04.2025 19:00;8,7
Sarpsborg;SN3190;09.04.2025 20:00;6,8
Sarpsborg;SN3190;09.04.2025 21:00;5,2
Sarpsborg;SN3190;09.04.2025 22:00;4,3
Sarpsborg;SN3190;09.04.2025 23:00;3,5
Sarpsborg;SN3190;10.04.2025 00:00;2,8
Sarpsborg;SN3190;10.04.2025 01:00;1,5
Sarpsborg;SN3190;10.04.2025 02:00;0,7
Sarpsborg;SN3190;10.04.2025 03:00;0,4
Sarpsborg;SN3190;10.04.2025 04:00;0,8
Sarpsborg;SN3190;10.04.2025 05:00;0,3
Sarpsborg;SN3190;10.04.2025 06:00;-0,1
Sarpsborg;SN3190;10.04.2025 07:00;2
Sarpsborg;SN3190;10.04.2025 08:00;5,1
Sarpsborg;SN3190;10.04.2025 09:00;6,3
Sarpsborg;SN3190;10.04.2025 10:00;7
Sarpsborg;SN3190;10.04.2025 11:00;7,6
Sarpsborg;SN3190;10.04.2025 12:00;8,6
Sarpsborg;SN3190;10.04.2025 13:00;8,9
Sarpsborg;SN3190;10.04.2025 14:00;10
Sarpsborg;SN3190;10.04.2025 15:00;10,2
Sarpsborg;SN3190;10.04.2025 16:00;9,5
Sarpsborg;SN3190;10.04.2025 17:00;9,5
Sarpsborg;SN3190;10.04.2025 18:00;9,9
Sarpsborg;SN3190;10.04.2025 19:00;10,3
Sarpsborg;SN3190;10.04.2025 20:00;11
Sarpsborg;SN3190;10.04.2025 21:00;11,6
Sarpsborg;SN3190;10.04.2025 22:00;10,5
Sarpsborg;SN3190;10.04.2025 23:00;10,1
Sarpsborg;SN3190;11.04.2025 00:00;9,3
Sarpsborg;SN3190;11.04.2025 01:00;9,4
Sarpsborg;SN3190;11.04.2025 02:00;9
Sarpsborg;SN3190;11.04.2025 03:00;7,7
Sarpsborg;SN3190;11.04.2025 04:00;7,6
Sarpsborg;SN3190;11.04.2025 05:00;5,5
Sarpsborg;SN3190;11.04.2025 06:00;4,6
Sarpsborg;SN3190;11.04.2025 07:00;6,1
Sarpsborg;SN3190;11.04.2025 08:00;8,9
Sarpsborg;SN3190;11.04.2025 09:00;11
Sarpsborg;SN3190;11.04.2025 10:00;12,9
Sarpsborg;SN3190;11.04.2025 11:00;14,4
Sarpsborg;SN3190;11.04.2025 12:00;16,1
Sarpsborg;SN3190;11.04.2025 13:00;17,3
Sarpsborg;SN3190;11.04.2025 14:00;16,2
Sarpsborg;SN3190;11.04.2025 15:00;15
Sarpsborg;SN3190;11.04.2025 16:00;15,1
Sarpsborg;SN3190;11.04.2025 17:00;13,9
Sarpsborg;SN3190;11.04.2025 18:00;14,5
Sarpsborg;SN3190;11.04.2025 19:00;13,8
Sarpsborg;SN3190;11.04.2025 20:00;12,6
Sarpsborg;SN3190;11.04.2025 21:00;11,6
Sarpsborg;SN3190;11.04.2025 22:00;10,2
Sarpsborg;SN3190;11.04.2025 23:00;9,6
Sarpsborg;SN3190;12.04.2025 00:00;10,2
Sarpsborg;SN3190;12.04.2025 01:00;9,8
Sarpsborg;SN3190;12.04.2025 02:00;9,3
Sarpsborg;SN3190;12.04.2025 03:00;9,4
Sarpsborg;SN3190;12.04.2025 04:00;7,1
Sarpsborg;SN3190;12.04.2025 05:00;6,7
Sarpsborg;SN3190;12.04.2025 06:00;7,4
Sarpsborg;SN3190;12.04.2025 07:00;8,2
Sarpsborg;SN3190;12.04.2025 08:00;12,8
Sarpsborg;SN3190;12.04.2025 09:00;13,4
Sarpsborg;SN3190;12.04.2025 10:00;14,4
Sarpsborg;SN3190;12.04.2025 11:00;14,8
Sarpsborg;SN3190;12.04.2025 12:00;16,1
Sarpsborg;SN3190;12.04.2025 13:00;17,2
Sarpsborg;SN3190;12.04.2025 14:00;17,6
Sarpsborg;SN3190;12.04.2025 15:00;17,8
Sarpsborg;SN3190;12.04.2025 16:00;16,5
Sarpsborg;SN3190;12.04.2025 17:00;15,4
Sarpsborg;SN3190;12.04.2025 18:00;14,1
Sarpsborg;SN3190;12.04.2025 19:00;12,5
Sarpsborg;SN3190;12.04.2025 20:00;10,2
Sarpsborg;SN3190;12.04.2025 21:00;9,2
Sarpsborg;SN3190;12.04.2025 22:00;8,4
Sarpsborg;SN3190;12.04.2025 23:00;7,4
Sarpsborg;SN3190;13.04.2025 00:00;6,7
Sarpsborg;SN3190;13.04.2025 01:00;6,7
Sarpsborg;SN3190;13.04.2025 02:00;6,6
Sarpsborg;SN3190;13.04.2025 03:00;6,5
Sarpsborg;SN3190;13.04.2025 04:00;6,5
Sarpsborg;SN3190;13.04.2025 05:00;6,5
Sarpsborg;SN3190;13.04.2025 06:00;6,4
Sarpsborg;SN3190;13.04.2025 07:00;6
Sarpsborg;SN3190;13.04.2025 08:00;6,5
Sarpsborg;SN3190;13.04.2025 09:00;7,6
Sarpsborg;SN3190;13.04.2025 10:00;9,1
Sarpsborg;SN3190;13.04.2025 11:00;11
Sarpsborg;SN3190;13.04.2025 12:00;14,2
Sarpsborg;SN3190;13.04.2025 13:00;14,9
Sarpsborg;SN3190;13.04.2025 14:00;16,3
Sarpsborg;SN3190;13.04.2025 15:00;15
Sarpsborg;SN3190;13.04.2025 16:00;14,8
Sarpsborg;SN3190;13.04.2025 17:00;15,7
Sarpsborg;SN3190;13.04.2025 18:00;14,3
Sarpsborg;SN3190;13.04.2025 19:00;10,7
Sarpsborg;SN3190;13.04.2025 20:00;10
Sarpsborg;SN3190;13.04.2025 21:00;9,4
Sarpsborg;SN3190;13.04.2025 22:00;8,5
Sarpsborg;SN3190;13.04.2025 23:00;8,2
Sarpsborg;SN3190;14.04.2025 00:00;8
Sarpsborg;SN3190;14.04.2025 01:00;7,9
Sarpsborg;SN3190;14.04.2025 02:00;7,3
Sarpsborg;SN3190;14.04.2025 03:00;7,8
Sarpsborg;SN3190;14.04.2025 04:00;7,7
Sarpsborg;SN3190;14.04.2025 05:00;7,3
Sarpsborg;SN3190;14.04.2025 06:00;7,3
Sarpsborg;SN3190;14.04.2025 07:00;7,4
Sarpsborg;SN3190;14.04.2025 08:00;8,5
Sarpsborg;SN3190;14.04.2025 09:00;9,5
Sarpsborg;SN3190;14.04.2025 10:00;10,9
Sarpsborg;SN3190;14.04.2025 11:00;10,5
Sarpsborg;SN3190;14.04.2025 12:00;11,7
Sarpsborg;SN3190;14.04.2025 13:00;12,5
Sarpsborg;SN3190;14.04.2025 14:00;12,2
Sarpsborg;SN3190;14.04.2025 15:00;11,7
Sarpsborg;SN3190;14.04.2025 16:00;11,3
Sarpsborg;SN3190;14.04.2025 17:00;10,4
Sarpsborg;SN3190;14.04.2025 18:00;9,5
Sarpsborg;SN3190;14.04.2025 19:00;8,6
Sarpsborg;SN3190;14.04.2025 20:00;7,8
Sarpsborg;SN3190;14.04.2025 21:00;7,4
Sarpsborg;SN3190;14.04.2025 22:00;7
Sarpsborg;SN3190;14.04.2025 23:00;7
Sarpsborg;SN3190;15.04.2025 00:00;6,7
Sarpsborg;SN3190;15.04.2025 01:00;6,8
Sarpsborg;SN3190;15.04.2025 02:00;6,1
Sarpsborg;SN3190;15.04.2025 03:00;5,7
Sarpsborg;SN3190;15.04.2025 04:00;5,6
Sarpsborg;SN3190;15.04.2025 05:00;4,7
Sarpsborg;SN3190;15.04.2025 06:00;5,1
Sarpsborg;SN3190;15.04.2025 07:00;5,5
Sarpsborg;SN3190;15.04.2025 08:00;7,4
Sarpsborg;SN3190;15.04.2025 09:00;8,7
Sarpsborg;SN3190;15.04.2025 10:00;10,2
Sarpsborg;SN3190;15.04.2025 11:00;11
Sarpsborg;SN3190;15.04.2025 12:00;12,2
Sarpsborg;SN3190;15.04.2025 13:00;14,2
Sarpsborg;SN3190;15.04.2025 14:00;14,8
Sarpsborg;SN3190;15.04.2025 15:00;15,3
Sarpsborg;SN3190;15.04.2025 16:00;15,9
Sarpsborg;SN3190;15.04.2025 17:00;15,6
Sarpsborg;SN3190;15.04.2025 18:00;15,1
Sarpsborg;SN3190;15.04.2025 19:00;14,4
Sarpsborg;SN3190;15.04.2025 20:00;13,8
Sarpsborg;SN3190;15.04.2025 21:00;12,2
Sarpsborg;SN3190;15.04.2025 22:00;11,8
Sarpsborg;SN3190;15.04.2025 23:00;12,9
Sarpsborg;SN3190;16.04.2025 00:00;12,8
Sarpsborg;SN3190;16.04.2025 01:00;12,4
Sarpsborg;SN3190;16.04.2025 02:00;12,2
Sarpsborg;SN3190;16.04.2025 03:00;11,3
Sarpsborg;SN3190;16.04.2025 04:00;10,5
Sarpsborg;SN3190;16.04.2025 05:00;10,1
Sarpsborg;SN3190;16.04.2025 06:00;10,4
Sarpsborg;SN3190;16.04.2025 07:00;10,3
Sarpsborg;SN3190;16.04.2025 08:00;10,3
Sarpsborg;SN3190;16.04.2025 09:00;9,6
Sarpsborg;SN3190;16.04.2025 10:00;9,8
Sarpsborg;SN3190;16.04.2025 11:00;10,6
Sarpsborg;SN3190;16.04.2025 12:00;11
Sarpsborg;SN3190;16.04.2025 13:00;11,1
Sarpsborg;SN3190;16.04.2025 14:00;11,4
Sarpsborg;SN3190;16.04.2025 15:00;11,7
Sarpsborg;SN3190;16.04.2025 16:00;12,3
Sarpsborg;SN3190;16.04.2025 17:00;12,1
Sarpsborg;SN3190;16.04.2025 18:00;11,8
Sarpsborg;SN3190;16.04.2025 19:00;11
Sarpsborg;SN3190;16.04.2025 20:00;11
Sarpsborg;SN3190;16.04.2025 21:00;11,1
Sarpsborg;SN3190;16.04.2025 22:00;11
Sarpsborg;SN3190;16.04.2025 23:00;10,7
Sarpsborg;SN3190;17.04.2025 00:00;10,6
Sarpsborg;SN3190;17.04.2025 01:00;10,5
Sarpsborg;SN3190;17.04.2025 02:00;10,5
Sarpsborg;SN3190;17.04.2025 03:00;10,6
Sarpsborg;SN3190;17.04.2025 04:00;10,5
Sarpsborg;SN3190;17.04.2025 05:00;10,5
Sarpsborg;SN3190;17.04.2025 06:00;10,4
Sarpsborg;SN3190;17.04.2025 07:00;11
Sarpsborg;SN3190;17.04.2025 08:00;11,5
Sarpsborg;SN3190;17.04.2025 09:00;12,6
Sarpsborg;SN3190;17.04.2025 10:00;13,2
Sarpsborg;SN3190;17.04.2025 11:00;13,7
Sarpsborg;SN3190;17.04.2025 12:00;15,2
Sarpsborg;SN3190;17.04.2025 13:00;16,3
Sarpsborg;SN3190;17.04.2025 14:00;17,2
Sarpsborg;SN3190;17.04.2025 15:00;17,5
Sarpsborg;SN3190;17.04.2025 16:00;18
Sarpsborg;SN3190;17.04.2025 17:00;17,9
Sarpsborg;SN3190;17.04.2025 18:00;15,7
Sarpsborg;SN3190;17.04.2025 19:00;13,8
Sarpsborg;SN3190;17.04.2025 20:00;13
Sarpsborg;SN3190;17.04.2025 21:00;13
Sarpsborg;SN3190;17.04.2025 22:00;11,9
Sarpsborg;SN3190;17.04.2025 23:00;10,4
Sarpsborg;SN3190;18.04.2025 00:00;9,2
Sarpsborg;SN3190;18.04.2025 01:00;8,8
Sarpsborg;SN3190;18.04.2025 02:00;8,7
Sarpsborg;SN3190;18.04.2025 03:00;8,4
Sarpsborg;SN3190;18.04.2025 04:00;8,1
Sarpsborg;SN3190;18.04.2025 05:00;7,7
Sarpsborg;SN3190;18.04.2025 06:00;7,4
Sarpsborg;SN3190;18.04.2025 07:00;7,5
Sarpsborg;SN3190;18.04.2025 08:00;8,9
Sarpsborg;SN3190;18.04.2025 09:00;9,8
Sarpsborg;SN3190;18.04.2025 10:00;10,7
Sarpsborg;SN3190;18.04.2025 11:00;11,9
Sarpsborg;SN3190;18.04.2025 12:00;13,8
Sarpsborg;SN3190;18.04.2025 13:00;15,8
Sarpsborg;SN3190;18.04.2025 14:00;15,2
Sarpsborg;SN3190;18.04.2025 15:00;15,4
Sarpsborg;SN3190;18.04.2025 16:00;15
Sarpsborg;SN3190;18.04.2025 17:00;14,9
Sarpsborg;SN3190;18.04.2025 18:00;14,9
Sarpsborg;SN3190;18.04.2025 19:00;14,3
Sarpsborg;SN3190;18.04.2025 20:00;13,6
Sarpsborg;SN3190;18.04.2025 21:00;12,8
Sarpsborg;SN3190;18.04.2025 22:00;11,3
Sarpsborg;SN3190;18.04.2025 23:00;10,4
Sarpsborg;SN3190;19.04.2025 00:00;10,3
Sarpsborg;SN3190;19.04.2025 01:00;10,6
Sarpsborg;SN3190;19.04.2025 02:00;9,6
Sarpsborg;SN3190;19.04.2025 03:00;10,2
Sarpsborg;SN3190;19.04.2025 04:00;10
Sarpsborg;SN3190;19.04.2025 05:00;9,7
Sarpsborg;SN3190;19.04.2025 06:00;9,7
Sarpsborg;SN3190;19.04.2025 07:00;9,8
Sarpsborg;SN3190;19.04.2025 08:00;9,2
Sarpsborg;SN3190;19.04.2025 09:00;9,9
Sarpsborg;SN3190;19.04.2025 10:00;10,3
Sarpsborg;SN3190;19.04.2025 11:00;10,6
Sarpsborg;SN3190;19.04.2025 12:00;10
Sarpsborg;SN3190;19.04.2025 13:00;9,5
Sarpsborg;SN3190;19.04.2025 14:00;9,3
Sarpsborg;SN3190;19.04.2025 15:00;9,1
Sarpsborg;SN3190;19.04.2025 16:00;8,9
Sarpsborg;SN3190;19.04.2025 17:00;8,6
Sarpsborg;SN3190;19.04.2025 18:00;8,1
Sarpsborg;SN3190;19.04.2025 19:00;7,7
Sarpsborg;SN3190;19.04.2025 20:00;7,4
Sarpsborg;SN3190;19.04.2025 21:00;7
Sarpsborg;SN3190;19.04.2025 22:00;6,9
Sarpsborg;SN3190;19.04.2025 23:00;7
Sarpsborg;SN3190;20.04.2025 00:00;6,7
Sarpsborg;SN3190;20.04.2025 01:00;6,5
Sarpsborg;SN3190;20.04.2025 02:00;6,6
Sarpsborg;SN3190;20.04.2025 03:00;6,7
Sarpsborg;SN3190;20.04.2025 04:00;6,6
Sarpsborg;SN3190;20.04.2025 05:00;6,6
Sarpsborg;SN3190;20.04.2025 06:00;6,7
Sarpsborg;SN3190;20.04.2025 07:00;6,8
Sarpsborg;SN3190;20.04.2025 08:00;7
Sarpsborg;SN3190;20.04.2025 09:00;7,4
Sarpsborg;SN3190;20.04.2025 10:00;8,1
Sarpsborg;SN3190;20.04.2025 11:00;8,2
Sarpsborg;SN3190;20.04.2025 12:00;8,3
Sarpsborg;SN3190;20.04.2025 13:00;8,1
Sarpsborg;SN3190;20.04.2025 14:00;7,3
Sarpsborg;SN3190;20.04.2025 15:00;7,5
Sarpsborg;SN3190;20.04.2025 16:00;7,7
Sarpsborg;SN3190;20.04.2025 17:00;7,6
Sarpsborg;SN3190;20.04.2025 18:00;7
Sarpsborg;SN3190;20.04.2025 19:00;6,8
Sarpsborg;SN3190;20.04.2025 20:00;6,7
Sarpsborg;SN3190;20.04.2025 21:00;6,4
Sarpsborg;SN3190;20.04.2025 22:00;6,2
Sarpsborg;SN3190;20.04.2025 23:00;5,6
Sarpsborg;SN3190;21.04.2025 00:00;5,1
Sarpsborg;SN3190;21.04.2025 01:00;4,8
Sarpsborg;SN3190;21.04.2025 02:00;4
Sarpsborg;SN3190;21.04.2025 03:00;3,7
Sarpsborg;SN3190;21.04.2025 04:00;3,2
Sarpsborg;SN3190;21.04.2025 05:00;2,6
Sarpsborg;SN3190;21.04.2025 06:00;3,4
Sarpsborg;SN3190;21.04.2025 07:00;3,7
Sarpsborg;SN3190;21.04.2025 08:00;4,6
Sarpsborg;SN3190;21.04.2025 09:00;6,7
Sarpsborg;SN3190;21.04.2025 10:00;8,3
Sarpsborg;SN3190;21.04.2025 11:00;9,2
Sarpsborg;SN3190;21.04.2025 12:00;9,5
Sarpsborg;SN3190;21.04.2025 13:00;9,3
Sarpsborg;SN3190;21.04.2025 14:00;9,5
Sarpsborg;SN3190;21.04.2025 15:00;9,1
Sarpsborg;SN3190;21.04.2025 16:00;8,8
Sarpsborg;SN3190;21.04.2025 17:00;8,6
Sarpsborg;SN3190;21.04.2025 18:00;8
Sarpsborg;SN3190;21.04.2025 19:00;7,2
Sarpsborg;SN3190;21.04.2025 20:00;6,7
Sarpsborg;SN3190;21.04.2025 21:00;6,4
Sarpsborg;SN3190;21.04.2025 22:00;6,2
Sarpsborg;SN3190;21.04.2025 23:00;6
Sarpsborg;SN3190;22.04.2025 00:00;5,9
Sarpsborg;SN3190;22.04.2025 01:00;5,9
Sarpsborg;SN3190;22.04.2025 02:00;5,9
Sarpsborg;SN3190;22.04.2025 03:00;5,8
Sarpsborg;SN3190;22.04.2025 04:00;5,8
Sarpsborg;SN3190;22.04.2025 05:00;5,9
Sarpsborg;SN3190;22.04.2025 06:00;5,9
Sarpsborg;SN3190;22.04.2025 07:00;6
Sarpsborg;SN3190;22.04.2025 08:00;6,4
Sarpsborg;SN3190;22.04.2025 09:00;6,8
Sarpsborg;SN3190;22.04.2025 10:00;7,4
Sarpsborg;SN3190;22.04.2025 11:00;8
Sarpsborg;SN3190;22.04.2025 12:00;8,3
Sarpsborg;SN3190;22.04.2025 13:00;8,5
Sarpsborg;SN3190;22.04.2025 14:00;8,4
Sarpsborg;SN3190;22.04.2025 15:00;8
Sarpsborg;SN3190;22.04.2025 16:00;8,2
Sarpsborg;SN3190;22.04.2025 17:00;8,2
Sarpsborg;SN3190;22.04.2025 18:00;7,8
Sarpsborg;SN3190;22.04.2025 19:00;7,6
Sarpsborg;SN3190;22.04.2025 20:00;7,3
Sarpsborg;SN3190;22.04.2025 21:00;7,1
Sarpsborg;SN3190;22.04.2025 22:00;6,8
Sarpsborg;SN3190;22.04.2025 23:00;6,6
Sarpsborg;SN3190;23.04.2025 00:00;6,7
Sarpsborg;SN3190;23.04.2025 01:00;6,7
Sarpsborg;SN3190;23.04.2025 02:00;6,3
Sarpsborg;SN3190;23.04.2025 03:00;5,9
Sarpsborg;SN3190;23.04.2025 04:00;5,7
Sarpsborg;SN3190;23.04.2025 05:00;5,6
Sarpsborg;SN3190;23.04.2025 06:00;6
Sarpsborg;SN3190;23.04.2025 07:00;6,6
Sarpsborg;SN3190;23.04.2025 08:00;7,7
Sarpsborg;SN3190;23.04.2025 09:00;8,8
Sarpsborg;SN3190;23.04.2025 10:00;9,9
Sarpsborg;SN3190;23.04.2025 11:00;10,9
Sarpsborg;SN3190;23.04.2025 12:00;11,2
Sarpsborg;SN3190;23.04.2025 13:00;11
Sarpsborg;SN3190;23.04.2025 14:00;11,7
Sarpsborg;SN3190;23.04.2025 15:00;12,1
Sarpsborg;SN3190;23.04.2025 16:00;12,1
Sarpsborg;SN3190;23.04.2025 17:00;12,8
Sarpsborg;SN3190;23.04.2025 18:00;12,5
Sarpsborg;SN3190;23.04.2025 19:00;12,2
Sarpsborg;SN3190;23.04.2025 20:00;10,6
Sarpsborg;SN3190;23.04.2025 21:00;10
Sarpsborg;SN3190;23.04.2025 22:00;8,9
Sarpsborg;SN3190;23.04.2025 23:00;8,7
Sarpsborg;SN3190;24.04.2025 00:00;7,8
Sarpsborg;SN3190;24.04.2025 01:00;7,5
Sarpsborg;SN3190;24.04.2025 02:00;8,1
Sarpsborg;SN3190;24.04.2025 03:00;7,5
Sarpsborg;SN3190;24.04.2025 04:00;7,1
Sarpsborg;SN3190;24.04.2025 05:00;6,6
Sarpsborg;SN3190;24.04.2025 06:00;6,5
Sarpsborg;SN3190;24.04.2025 07:00;7,3
Sarpsborg;SN3190;24.04.2025 08:00;7,5
Sarpsborg;SN3190;24.04.2025 09:00;8
Sarpsborg;SN3190;24.04.2025 10:00;9,2
Sarpsborg;SN3190;24.04.2025 11:00;10,3
Sarpsborg;SN3190;24.04.2025 12:00;11,2
Sarpsborg;SN3190;24.04.2025 13:00;10,6
Sarpsborg;SN3190;24.04.2025 14:00;12,7
Sarpsborg;SN3190;24.04.2025 15:00;11,7
Sarpsborg;SN3190;24.04.2025 16:00;11,8
Sarpsborg;SN3190;24.04.2025 17:00;9
Sarpsborg;SN3190;24.04.2025 18:00;8,3
Sarpsborg;SN3190;24.04.2025 19:00;8,4
Sarpsborg;SN3190;24.04.2025 20:00;7,9
Sarpsborg;SN3190;24.04.2025 21:00;6,9
Sarpsborg;SN3190;24.04.2025 22:00;6
Sarpsborg;SN3190;24.04.2025 23:00;4,9
Sarpsborg;SN3190;25.04.2025 00:00;4,4
Sarpsborg;SN3190;25.04.2025 01:00;3,3
Sarpsborg;SN3190;25.04.2025 02:00;3,1
Sarpsborg;SN3190;25.04.2025 03:00;2,6
Sarpsborg;SN3190;25.04.2025 04:00;1,9
Sarpsborg;SN3190;25.04.2025 05:00;1,5
Sarpsborg;SN3190;25.04.2025 06:00;2,5
Sarpsborg;SN3190;25.04.2025 07:00;3,4
Sarpsborg;SN3190;25.04.2025 08:00;5,3
Sarpsborg;SN3190;25.04.2025 09:00;5,9
Sarpsborg;SN3190;25.04.2025 10:00;7,2
Sarpsborg;SN3190;25.04.2025 11:00;7,5
Sarpsborg;SN3190;25.04.2025 12:00;8,7
Sarpsborg;SN3190;25.04.2025 13:00;9,8
Sarpsborg;SN3190;25.04.2025 14:00;10,3
