Navn;Stasjon;Tid(norsk normaltid);Lufttemperatur
Oslo - Blindern;SN18700;10.09.2025 04:00;16,7
Oslo - Blindern;SN18700;10.09.2025 05:00;16,5
Oslo - Blindern;SN18700;10.09.2025 06:00;16,4
Oslo - Blindern;SN18700;10.09.2025 07:00;16,8
Oslo - Blindern;SN18700;10.09.2025 08:00;17,2
Oslo - Blindern;SN18700;10.09.2025 09:00;17,4
Oslo - Blindern;SN18700;10.09.2025 10:00;18,4
Oslo - Blindern;SN18700;10.09.2025 11:00;19,1
Oslo - Blindern;SN18700;10.09.2025 12:00;20
Oslo - Blindern;SN18700;10.09.2025 13:00;20,7
Oslo - Blindern;SN18700;10.09.2025 14:00;20,4
Oslo - Blindern;SN18700;10.09.2025 15:00;20,1
Oslo - Blindern;SN18700;10.09.2025 16:00;20
Oslo - Blindern;SN18700;10.09.2025 17:00;20,1
Oslo - Blindern;SN18700;10.09.2025 18:00;19,2
Oslo - Blindern;SN18700;10.09.2025 19:00;18,6
Oslo - Blindern;SN18700;10.09.2025 20:00;17,6
Oslo - Blindern;SN18700;10.09.2025 21:00;17,1
Oslo - Blindern;SN18700;10.09.2025 22:00;16,8
Oslo - Blindern;SN18700;10.09.2025 23:00;17
Oslo - Blindern;SN18700;11.09.2025 00:00;16,7
Oslo - Blindern;SN18700;11.09.2025 01:00;16,9
Oslo - Blindern;SN18700;11.09.2025 02:00;17
Oslo - Blindern;SN18700;11.09.2025 03:00;16,8
Oslo - Blindern;SN18700;11.09.2025 04:00;16,7
Oslo - Blindern;SN18700;11.09.2025 05:00;16,6
Oslo - Blindern;SN18700;11.09.2025 06:00;16,6
Oslo - Blindern;SN18700;11.09.2025 07:00;16,2
Oslo - Blindern;SN18700;11.09.2025 08:00;15,9
Oslo - Blindern;SN18700;11.09.2025 09:00;15,6
Oslo - Blindern;SN18700;11.09.2025 10:00;15,9
Oslo - Blindern;SN18700;11.09.2025 11:00;16,5
Oslo - Blindern;SN18700;11.09.2025 12:00;16,4
Oslo - Blindern;SN18700;11.09.2025 13:00;16,5
Oslo - Blindern;SN18700;11.09.2025 14:00;16,7
Oslo - Blindern;SN18700;11.09.2025 15:00;16,6
Oslo - Blindern;SN18700;11.09.2025 16:00;16,4
Oslo - Blindern;SN18700;11.09.2025 17:00;15,9
Oslo - Blindern;SN18700;11.09.2025 18:00;15,9
Oslo - Blindern;SN18700;11.09.2025 19:00;15,6
Oslo - Blindern;SN18700;11.09.2025 20:00;15
Oslo - Blindern;SN18700;11.09.2025 21:00;14,7
Oslo - Blindern;SN18700;11.09.2025 22:00;14,4
Oslo - Blindern;SN18700;11.09.2025 23:00;14,5
Oslo - Blindern;SN18700;12.09.2025 00:00;14,6
Oslo - Blindern;SN18700;12.09.2025 01:00;14,5
Oslo - Blindern;SN18700;12.09.2025 02:00;14,3
Oslo - Blindern;SN18700;12.09.2025 03:00;13,6
Oslo - Blindern;SN18700;12.09.2025 04:00;13,1
Oslo - Blindern;SN18700;12.09.2025 05:00;11,8
Oslo - Blindern;SN18700;12.09.2025 06:00;11,4
Oslo - Blindern;SN18700;12.09.2025 07:00;12
Oslo - Blindern;SN18700;12.09.2025 08:00;14,2
Oslo - Blindern;SN18700;12.09.2025 09:00;15,2
Oslo - Blindern;SN18700;12.09.2025 10:00;15,2
Oslo - Blindern;SN18700;12.09.2025 11:00;15,6
Oslo - Blindern;SN18700;12.09.2025 12:00;15,9
Oslo - Blindern;SN18700;12.09.2025 13:00;15,9
Oslo - Blindern;SN18700;12.09.2025 14:00;15,6
Oslo - Blindern;SN18700;12.09.2025 15:00;13,3
Oslo - Blindern;SN18700;12.09.2025 16:00;14,1
Oslo - Blindern;SN18700;12.09.2025 17:00;13,6
Oslo - Blindern;SN18700;12.09.2025 18:00;13,5
Oslo - Blindern;SN18700;12.09.2025 19:00;13
Oslo - Blindern;SN18700;12.09.2025 20:00;11,3
Oslo - Blindern;SN18700;12.09.2025 21:00;11,2
Oslo - Blindern;SN18700;12.09.2025 22:00;11,4
Oslo - Blindern;SN18700;12.09.2025 23:00;11,2
Oslo - Blindern;SN18700;13.09.2025 00:00;11
Oslo - Blindern;SN18700;13.09.2025 01:00;11,1
Oslo - Blindern;SN18700;13.09.2025 02:00;11,1
Oslo - Blindern;SN18700;13.09.2025 03:00;11,2
Oslo - Blindern;SN18700;13.09.2025 04:00;11
Oslo - Blindern;SN18700;13.09.2025 05:00;10,6
Oslo - Blindern;SN18700;13.09.2025 06:00;11
Oslo - Blindern;SN18700;13.09.2025 07:00;11,3
Oslo - Blindern;SN18700;13.09.2025 08:00;11,7
Oslo - Blindern;SN18700;13.09.2025 09:00;11,7
Oslo - Blindern;SN18700;13.09.2025 10:00;11
Oslo - Blindern;SN18700;13.09.2025 11:00;11,7
Oslo - Blindern;SN18700;13.09.2025 12:00;12,6
Oslo - Blindern;SN18700;13.09.2025 13:00;13,8
Oslo - Blindern;SN18700;13.09.2025 14:00;13,3
Oslo - Blindern;SN18700;13.09.2025 15:00;14
Oslo - Blindern;SN18700;13.09.2025 16:00;14,3
Oslo - Blindern;SN18700;13.09.2025 17:00;14,1
Oslo - Blindern;SN18700;13.09.2025 18:00;13,8
Oslo - Blindern;SN18700;13.09.2025 19:00;11,9
Oslo - Blindern;SN18700;13.09.2025 20:00;11,4
Oslo - Blindern;SN18700;13.09.2025 21:00;11,5
Oslo - Blindern;SN18700;13.09.2025 22:00;11,6
Oslo - Blindern;SN18700;13.09.2025 23:00;11,4
Oslo - Blindern;SN18700;14.09.2025 00:00;11,7
Oslo - Blindern;SN18700;14.09.2025 01:00;12,1
Oslo - Blindern;SN18700;14.09.2025 02:00;12
Oslo - Blindern;SN18700;14.09.2025 03:00;11,9
Oslo - Blindern;SN18700;14.09.2025 04:00;12
Oslo - Blindern;SN18700;14.09.2025 05:00;12
Oslo - Blindern;SN18700;14.09.2025 06:00;12,2
Oslo - Blindern;SN18700;14.09.2025 07:00;12,5
Oslo - Blindern;SN18700;14.09.2025 08:00;12,9
Oslo - Blindern;SN18700;14.09.2025 09:00;13,4
Oslo - Blindern;SN18700;14.09.2025 10:00;13,7
Oslo - Blindern;SN18700;14.09.2025 11:00;14,2
Oslo - Blindern;SN18700;14.09.2025 12:00;14,6
Oslo - Blindern;SN18700;14.09.2025 13:00;14,3
Oslo - Blindern;SN18700;14.09.2025 14:00;14,6
Oslo - Blindern;SN18700;14.09.2025 15:00;14,4
Oslo - Blindern;SN18700;14.09.2025 16:00;13,9
Oslo - Blindern;SN18700;14.09.2025 17:00;13,5
Oslo - Blindern;SN18700;14.09.2025 18:00;12,6
Oslo - Blindern;SN18700;14.09.2025 19:00;12,1
Oslo - Blindern;SN18700;14.09.2025 20:00;11,6
Oslo - Blindern;SN18700;14.09.2025 21:00;11,9
Oslo - Blindern;SN18700;14.09.2025 22:00;12,1
Oslo - Blindern;SN18700;14.09.2025 23:00;12
Oslo - Blindern;SN18700;15.09.2025 00:00;11,9
Oslo - Blindern;SN18700;15.09.2025 01:00;11,9
Oslo - Blindern;SN18700;15.09.2025 02:00;11,8
Oslo - Blindern;SN18700;15.09.2025 03:00;11,6
Oslo - Blindern;SN18700;15.09.2025 04:00;11,5
Oslo - Blindern;SN18700;15.09.2025 05:00;11,5
Oslo - Blindern;SN18700;15.09.2025 06:00;10,7
Oslo - Blindern;SN18700;15.09.2025 07:00;10,5
Oslo - Blindern;SN18700;15.09.2025 08:00;11,5
Oslo - Blindern;SN18700;15.09.2025 09:00;12,1
Oslo - Blindern;SN18700;15.09.2025 10:00;13,3
Oslo - Blindern;SN18700;15.09.2025 11:00;14
Oslo - Blindern;SN18700;15.09.2025 12:00;13,4
Oslo - Blindern;SN18700;15.09.2025 13:00;13,3
Oslo - Blindern;SN18700;15.09.2025 14:00;13,2
Oslo - Blindern;SN18700;15.09.2025 15:00;12,8
Oslo - Blindern;SN18700;15.09.2025 16:00;12,1
Oslo - Blindern;SN18700;15.09.2025 17:00;12,3
Oslo - Blindern;SN18700;15.09.2025 18:00;12,6
Oslo - Blindern;SN18700;15.09.2025 19:00;12,4
Oslo - Blindern;SN18700;15.09.2025 20:00;12,8
Oslo - Blindern;SN18700;15.09.2025 21:00;12,7
Oslo - Blindern;SN18700;15.09.2025 22:00;12,9
Oslo - Blindern;SN18700;15.09.2025 23:00;12,6
Oslo - Blindern;SN18700;16.09.2025 00:00;12,6
Oslo - Blindern;SN18700;16.09.2025 01:00;12,5
Oslo - Blindern;SN18700;16.09.2025 02:00;12,3
Oslo - Blindern;SN18700;16.09.2025 03:00;12,1
Oslo - Blindern;SN18700;16.09.2025 04:00;12,1
Oslo - Blindern;SN18700;16.09.2025 05:00;12,2
Oslo - Blindern;SN18700;16.09.2025 06:00;12,3
Oslo - Blindern;SN18700;16.09.2025 07:00;12,4
Oslo - Blindern;SN18700;16.09.2025 08:00;12,4
Oslo - Blindern;SN18700;16.09.2025 09:00;13,5
Oslo - Blindern;SN18700;16.09.2025 10:00;13,5
Oslo - Blindern;SN18700;16.09.2025 11:00;13,8
Oslo - Blindern;SN18700;16.09.2025 12:00;14,4
Oslo - Blindern;SN18700;16.09.2025 13:00;16,7
Oslo - Blindern;SN18700;16.09.2025 14:00;16,9
Oslo - Blindern;SN18700;16.09.2025 15:00;14,8
Oslo - Blindern;SN18700;16.09.2025 16:00;14
Oslo - Blindern;SN18700;16.09.2025 17:00;14,2
Oslo - Blindern;SN18700;16.09.2025 18:00;13,3
Oslo - Blindern;SN18700;16.09.2025 19:00;12,4
Oslo - Blindern;SN18700;16.09.2025 20:00;12,3
Oslo - Blindern;SN18700;16.09.2025 21:00;12,4
Oslo - Blindern;SN18700;16.09.2025 22:00;12,6
Oslo - Blindern;SN18700;16.09.2025 23:00;11,9
Oslo - Blindern;SN18700;17.09.2025 00:00;11,7
Oslo - Blindern;SN18700;17.09.2025 01:00;12
Oslo - Blindern;SN18700;17.09.2025 02:00;11,9
Oslo - Blindern;SN18700;17.09.2025 03:00;11,6
Oslo - Blindern;SN18700;17.09.2025 04:00;11,4
Oslo - Blindern;SN18700;17.09.2025 05:00;11,2
Oslo - Blindern;SN18700;17.09.2025 06:00;11
Oslo - Blindern;SN18700;17.09.2025 07:00;11
Oslo - Blindern;SN18700;17.09.2025 08:00;11,9
Oslo - Blindern;SN18700;17.09.2025 09:00;13,3
Oslo - Blindern;SN18700;17.09.2025 10:00;16,2
Oslo - Blindern;SN18700;17.09.2025 11:00;17,7
Oslo - Blindern;SN18700;17.09.2025 12:00;18,1
Oslo - Blindern;SN18700;17.09.2025 13:00;19,3
Oslo - Blindern;SN18700;17.09.2025 14:00;19,2
Oslo - Blindern;SN18700;17.09.2025 15:00;19,8
Oslo - Blindern;SN18700;17.09.2025 16:00;19,2
Oslo - Blindern;SN18700;17.09.2025 17:00;17,5
Oslo - Blindern;SN18700;17.09.2025 18:00;15,8
Oslo - Blindern;SN18700;17.09.2025 19:00;14,1
Oslo - Blindern;SN18700;17.09.2025 20:00;12
Oslo - Blindern;SN18700;17.09.2025 21:00;11,5
Oslo - Blindern;SN18700;17.09.2025 22:00;10,6
Oslo - Blindern;SN18700;17.09.2025 23:00;10,4
Oslo - Blindern;SN18700;18.09.2025 00:00;10,1
Oslo - Blindern;SN18700;18.09.2025 01:00;10,2
Oslo - Blindern;SN18700;18.09.2025 02:00;10,7
Oslo - Blindern;SN18700;18.09.2025 03:00;10,5
Oslo - Blindern;SN18700;18.09.2025 04:00;10,9
Oslo - Blindern;SN18700;18.09.2025 05:00;11,4
Oslo - Blindern;SN18700;18.09.2025 06:00;11,3
Oslo - Blindern;SN18700;18.09.2025 07:00;11,2
Oslo - Blindern;SN18700;18.09.2025 08:00;11,4
Oslo - Blindern;SN18700;18.09.2025 09:00;10,8
Oslo - Blindern;SN18700;18.09.2025 10:00;11,2
Oslo - Blindern;SN18700;18.09.2025 11:00;11,3
Oslo - Blindern;SN18700;18.09.2025 12:00;12,1
Oslo - Blindern;SN18700;18.09.2025 13:00;13,3
Oslo - Blindern;SN18700;18.09.2025 14:00;15,8
Oslo - Blindern;SN18700;18.09.2025 15:00;17,2
Oslo - Blindern;SN18700;18.09.2025 16:00;16
Oslo - Blindern;SN18700;18.09.2025 17:00;15,6
Oslo - Blindern;SN18700;18.09.2025 18:00;14,2
Oslo - Blindern;SN18700;18.09.2025 19:00;13,1
Oslo - Blindern;SN18700;18.09.2025 20:00;13
Oslo - Blindern;SN18700;18.09.2025 21:00;12,7
Oslo - Blindern;SN18700;18.09.2025 22:00;12,5
Oslo - Blindern;SN18700;18.09.2025 23:00;11,3
Oslo - Blindern;SN18700;19.09.2025 00:00;10,6
Oslo - Blindern;SN18700;19.09.2025 01:00;9,8
Oslo - Blindern;SN18700;19.09.2025 02:00;9,1
Oslo - Blindern;SN18700;19.09.2025 03:00;9,2
Oslo - Blindern;SN18700;19.09.2025 04:00;8,7
Oslo - Blindern;SN18700;19.09.2025 05:00;8,6
Oslo - Blindern;SN18700;19.09.2025 06:00;8,4
Oslo - Blindern;SN18700;19.09.2025 07:00;9,1
Oslo - Blindern;SN18700;19.09.2025 08:00;12,9
Oslo - Blindern;SN18700;19.09.2025 09:00;14,8
Oslo - Blindern;SN18700;19.09.2025 10:00;15,5
Oslo - Blindern;SN18700;19.09.2025 11:00;17,4
Oslo - Blindern;SN18700;19.09.2025 12:00;18,2
Oslo - Blindern;SN18700;19.09.2025 13:00;17,2
Oslo - Blindern;SN18700;19.09.2025 14:00;16,7
Oslo - Blindern;SN18700;19.09.2025 15:00;15,9
Oslo - Blindern;SN18700;19.09.2025 16:00;15,1
Oslo - Blindern;SN18700;19.09.2025 17:00;15,1
Oslo - Blindern;SN18700;19.09.2025 18:00;14,9
Oslo - Blindern;SN18700;19.09.2025 19:00;15,2
Oslo - Blindern;SN18700;19.09.2025 20:00;15,8
Oslo - Blindern;SN18700;19.09.2025 21:00;16
Oslo - Blindern;SN18700;19.09.2025 22:00;16,2
Oslo - Blindern;SN18700;19.09.2025 23:00;16,3
Oslo - Blindern;SN18700;20.09.2025 00:00;15,8
Oslo - Blindern;SN18700;20.09.2025 01:00;14,4
Oslo - Blindern;SN18700;20.09.2025 02:00;13,9
Oslo - Blindern;SN18700;20.09.2025 03:00;13,7
Oslo - Blindern;SN18700;20.09.2025 04:00;13,7
Oslo - Blindern;SN18700;20.09.2025 05:00;13,4
Oslo - Blindern;SN18700;20.09.2025 06:00;13,2
Oslo - Blindern;SN18700;20.09.2025 07:00;13,1
Oslo - Blindern;SN18700;20.09.2025 08:00;13,5
Oslo - Blindern;SN18700;20.09.2025 09:00;13,9
Oslo - Blindern;SN18700;20.09.2025 10:00;14,2
Oslo - Blindern;SN18700;20.09.2025 11:00;16,1
Oslo - Blindern;SN18700;20.09.2025 12:00;16,5
Oslo - Blindern;SN18700;20.09.2025 13:00;16,3
Oslo - Blindern;SN18700;20.09.2025 14:00;15,8
Oslo - Blindern;SN18700;20.09.2025 15:00;15
Oslo - Blindern;SN18700;20.09.2025 16:00;13,8
Oslo - Blindern;SN18700;20.09.2025 17:00;13,1
Oslo - Blindern;SN18700;20.09.2025 18:00;12,4
Oslo - Blindern;SN18700;20.09.2025 19:00;12,2
Oslo - Blindern;SN18700;20.09.2025 20:00;12,2
Oslo - Blindern;SN18700;20.09.2025 21:00;12,2
Oslo - Blindern;SN18700;20.09.2025 22:00;12,2
Oslo - Blindern;SN18700;20.09.2025 23:00;12,2
Oslo - Blindern;SN18700;21.09.2025 00:00;12,1
Oslo - Blindern;SN18700;21.09.2025 01:00;12,2
Oslo - Blindern;SN18700;21.09.2025 02:00;12,4
Oslo - Blindern;SN18700;21.09.2025 03:00;12,4
Oslo - Blindern;SN18700;21.09.2025 04:00;12,5
Oslo - Blindern;SN18700;21.09.2025 05:00;12,2
Oslo - Blindern;SN18700;21.09.2025 06:00;12
Oslo - Blindern;SN18700;21.09.2025 07:00;11,9
Oslo - Blindern;SN18700;21.09.2025 08:00;12,3
Oslo - Blindern;SN18700;21.09.2025 09:00;12,6
Oslo - Blindern;SN18700;21.09.2025 10:00;12
Oslo - Blindern;SN18700;21.09.2025 11:00;12,1
Oslo - Blindern;SN18700;21.09.2025 12:00;12,8
Oslo - Blindern;SN18700;21.09.2025 13:00;13,6
Oslo - Blindern;SN18700;21.09.2025 14:00;15,6
Oslo - Blindern;SN18700;21.09.2025 15:00;16
Oslo - Blindern;SN18700;21.09.2025 16:00;14,9
Oslo - Blindern;SN18700;21.09.2025 17:00;13,2
Oslo - Blindern;SN18700;21.09.2025 18:00;12,1
Oslo - Blindern;SN18700;21.09.2025 19:00;9,7
Oslo - Blindern;SN18700;21.09.2025 20:00;9,6
Oslo - Blindern;SN18700;21.09.2025 21:00;9,2
Oslo - Blindern;SN18700;21.09.2025 22:00;8,8
Oslo - Blindern;SN18700;21.09.2025 23:00;8,8
Oslo - Blindern;SN18700;22.09.2025 00:00;8,1
Oslo - Blindern;SN18700;22.09.2025 01:00;7,8
Oslo - Blindern;SN18700;22.09.2025 02:00;6,1
Oslo - Blindern;SN18700;22.09.2025 03:00;6,2
Oslo - Blindern;SN18700;22.09.2025 04:00;7,8
Oslo - Blindern;SN18700;22.09.2025 05:00;8,4
Oslo - Blindern;SN18700;22.09.2025 06:00;7,8
Oslo - Blindern;SN18700;22.09.2025 07:00;7,6
Oslo - Blindern;SN18700;22.09.2025 08:00;10,3
Oslo - Blindern;SN18700;22.09.2025 09:00;11,1
Oslo - Blindern;SN18700;22.09.2025 10:00;11,7
Oslo - Blindern;SN18700;22.09.2025 11:00;12,7
Oslo - Blindern;SN18700;22.09.2025 12:00;12,8
Oslo - Blindern;SN18700;22.09.2025 13:00;13,8
Oslo - Blindern;SN18700;22.09.2025 14:00;12,9
Oslo - Blindern;SN18700;22.09.2025 15:00;14,3
Oslo - Blindern;SN18700;22.09.2025 16:00;14,1
Oslo - Blindern;SN18700;22.09.2025 17:00;12,2
Oslo - Blindern;SN18700;22.09.2025 18:00;11,1
Oslo - Blindern;SN18700;22.09.2025 19:00;9,2
Oslo - Blindern;SN18700;22.09.2025 20:00;9,6
Oslo - Blindern;SN18700;22.09.2025 21:00;8
Oslo - Blindern;SN18700;22.09.2025 22:00;7,4
Oslo - Blindern;SN18700;22.09.2025 23:00;5,4
Oslo - Blindern;SN18700;23.09.2025 00:00;4,4
Oslo - Blindern;SN18700;23.09.2025 01:00;4,1
Oslo - Blindern;SN18700;23.09.2025 02:00;3,8
Oslo - Blindern;SN18700;23.09.2025 03:00;3,7
Oslo - Blindern;SN18700;23.09.2025 04:00;3
Oslo - Blindern;SN18700;23.09.2025 05:00;3,4
Oslo - Blindern;SN18700;23.09.2025 06:00;2,2
Oslo - Blindern;SN18700;23.09.2025 07:00;2,9
Oslo - Blindern;SN18700;23.09.2025 08:00;7,6
Oslo - Blindern;SN18700;23.09.2025 09:00;10,1
Oslo - Blindern;SN18700;23.09.2025 10:00;11,6
Oslo - Blindern;SN18700;23.09.2025 11:00;13,2
Oslo - Blindern;SN18700;23.09.2025 12:00;13,9
Oslo - Blindern;SN18700;23.09.2025 13:00;13,9
Oslo - Blindern;SN18700;23.09.2025 14:00;14,1
Oslo - Blindern;SN18700;23.09.2025 15:00;14
Oslo - Blindern;SN18700;23.09.2025 16:00;13,5
Oslo - Blindern;SN18700;23.09.2025 17:00;12,5
Oslo - Blindern;SN18700;23.09.2025 18:00;10,9
Oslo - Blindern;SN18700;23.09.2025 19:00;8,4
Oslo - Blindern;SN18700;23.09.2025 20:00;7,3
Oslo - Blindern;SN18700;23.09.2025 21:00;6,4
Oslo - Blindern;SN18700;23.09.2025 22:00;6,3
Oslo - Blindern;SN18700;23.09.2025 23:00;6
Oslo - Blindern;SN18700;24.09.2025 00:00;6,1
Oslo - Blindern;SN18700;24.09.2025 01:00;5,4
Oslo - Blindern;SN18700;24.09.2025 02:00;5,3
Oslo - Blindern;SN18700;24.09.2025 03:00;5,3
Oslo - Blindern;SN18700;24.09.2025 04:00;5,1
Oslo - Blindern;SN18700;24.09.2025 05:00;4,6
Oslo - Blindern;SN18700;24.09.2025 06:00;3,6
Oslo - Blindern;SN18700;24.09.2025 07:00;3,7
Oslo - Blindern;SN18700;24.09.2025 08:00;8,3
Oslo - Blindern;SN18700;24.09.2025 09:00;10,5
Oslo - Blindern;SN18700;24.09.2025 10:00;12,4
Oslo - Blindern;SN18700;24.09.2025 11:00;14,2
Oslo - Blindern;SN18700;24.09.2025 12:00;14,9
Oslo - Blindern;SN18700;24.09.2025 13:00;14,9
Oslo - Blindern;SN18700;24.09.2025 14:00;14,8
Oslo - Blindern;SN18700;24.09.2025 15:00;15,5
Oslo - Blindern;SN18700;24.09.2025 16:00;14,5
Oslo - Blindern;SN18700;24.09.2025 17:00;13
Oslo - Blindern;SN18700;24.09.2025 18:00;11,1
Oslo - Blindern;SN18700;24.09.2025 19:00;8,6
Oslo - Blindern;SN18700;24.09.2025 20:00;7,7
Oslo - Blindern;SN18700;24.09.2025 21:00;7,2
Oslo - Blindern;SN18700;24.09.2025 22:00;5,9
Oslo - Blindern;SN18700;24.09.2025 23:00;6
Oslo - Blindern;SN18700;25.09.2025 00:00;5,1
Oslo - Blindern;SN18700;25.09.2025 01:00;4,9
Oslo - Blindern;SN18700;25.09.2025 02:00;4,5
Oslo - Blindern;SN18700;25.09.2025 03:00;4,5
Oslo - Blindern;SN18700;25.09.2025 04:00;4,1
Oslo - Blindern;SN18700;25.09.2025 05:00;3,7
Oslo - Blindern;SN18700;25.09.2025 06:00;3,4
Oslo - Blindern;SN18700;25.09.2025 07:00;3,7
Oslo - Blindern;SN18700;25.09.2025 08:00;8,1
Oslo - Blindern;SN18700;25.09.2025 09:00;9,7
Oslo - Blindern;SN18700;25.09.2025 10:00;12,1
Oslo - Blindern;SN18700;25.09.2025 11:00;12,3
Oslo - Blindern;SN18700;25.09.2025 12:00;14,3
Oslo - Blindern;SN18700;25.09.2025 13:00;15,1
Oslo - Blindern;SN18700;25.09.2025 14:00;15,6
Oslo - Blindern;SN18700;25.09.2025 15:00;15,4
Oslo - Blindern;SN18700;25.09.2025 16:00;14,9
Oslo - Blindern;SN18700;25.09.2025 17:00;13,9
Oslo - Blindern;SN18700;25.09.2025 18:00;12,2
Oslo - Blindern;SN18700;25.09.2025 19:00;10,7
Oslo - Blindern;SN18700;25.09.2025 20:00;9,2
Oslo - Blindern;SN18700;25.09.2025 21:00;7,9
Oslo - Blindern;SN18700;25.09.2025 22:00;7,1
Oslo - Blindern;SN18700;25.09.2025 23:00;6,6
Oslo - Blindern;SN18700;26.09.2025 00:00;6,2
Oslo - Blindern;SN18700;26.09.2025 01:00;6,2
Oslo - Blindern;SN18700;26.09.2025 02:00;6,8
Oslo - Blindern;SN18700;26.09.2025 03:00;7,7
Oslo - Blindern;SN18700;26.09.2025 04:00;7,6
Oslo - Blindern;SN18700;26.09.2025 05:00;7
Oslo - Blindern;SN18700;26.09.2025 06:00;6,9
Oslo - Blindern;SN18700;26.09.2025 07:00;6,7
Oslo - Blindern;SN18700;26.09.2025 08:00;7,3
Oslo - Blindern;SN18700;26.09.2025 09:00;7,5
Oslo - Blindern;SN18700;26.09.2025 10:00;8,1
Oslo - Blindern;SN18700;26.09.2025 11:00;11,7
Oslo - Blindern;SN18700;26.09.2025 12:00;12,8
Oslo - Blindern;SN18700;26.09.2025 13:00;13,1
Oslo - Blindern;SN18700;26.09.2025 14:00;14,4
Oslo - Blindern;SN18700;26.09.2025 15:00;15,3
Oslo - Blindern;SN18700;26.09.2025 16:00;15
Oslo - Blindern;SN18700;26.09.2025 17:00;13,5
Oslo - Blindern;SN18700;26.09.2025 18:00;11,8
Oslo - Blindern;SN18700;26.09.2025 19:00;9,3
Oslo - Blindern;SN18700;26.09.2025 20:00;9,3
Oslo - Blindern;SN18700;26.09.2025 21:00;8,6
Oslo - Blindern;SN18700;26.09.2025 22:00;7,8
Oslo - Blindern;SN18700;26.09.2025 23:00;7,8
Oslo - Blindern;SN18700;27.09.2025 00:00;8,2
Oslo - Blindern;SN18700;27.09.2025 01:00;8,5
Oslo - Blindern;SN18700;27.09.2025 02:00;8
Oslo - Blindern;SN18700;27.09.2025 03:00;8
Oslo - Blindern;SN18700;27.09.2025 04:00;7,9
Oslo - Blindern;SN18700;27.09.2025 05:00;7,7
Oslo - Blindern;SN18700;27.09.2025 06:00;7,8
Oslo - Blindern;SN18700;27.09.2025 07:00;8
Oslo - Blindern;SN18700;27.09.2025 08:00;9,4
Oslo - Blindern;SN18700;27.09.2025 09:00;11,4
Oslo - Blindern;SN18700;27.09.2025 10:00;12,6
Oslo - Blindern;SN18700;27.09.2025 11:00;13,7
Oslo - Blindern;SN18700;27.09.2025 12:00;14,8
Oslo - Blindern;SN18700;27.09.2025 13:00;15,3
Oslo - Blindern;SN18700;27.09.2025 14:00;15,6
Oslo - Blindern;SN18700;27.09.2025 15:00;16,2
Oslo - Blindern;SN18700;27.09.2025 16:00;15,9
Oslo - Blindern;SN18700;27.09.2025 17:00;15,4
Oslo - Blindern;SN18700;27.09.2025 18:00;13,9
Oslo - Blindern;SN18700;27.09.2025 19:00;12,6
Oslo - Blindern;SN18700;27.09.2025 20:00;12,3
Oslo - Blindern;SN18700;27.09.2025 21:00;11,7
Oslo - Blindern;SN18700;27.09.2025 22:00;10,6
Oslo - Blindern;SN18700;27.09.2025 23:00;10,4
Oslo - Blindern;SN18700;28.09.2025 00:00;9,5
Oslo - Blindern;SN18700;28.09.2025 01:00;9,8
Oslo - Blindern;SN18700;28.09.2025 02:00;10,9
Oslo - Blindern;SN18700;28.09.2025 03:00;11,2
Oslo - Blindern;SN18700;28.09.2025 04:00;11,4
Oslo - Blindern;SN18700;28.09.2025 05:00;11,1
Oslo - Blindern;SN18700;28.09.2025 06:00;10,9
Oslo - Blindern;SN18700;28.09.2025 07:00;11,1
Oslo - Blindern;SN18700;28.09.2025 08:00;12,1
Oslo - Blindern;SN18700;28.09.2025 09:00;13,4
Oslo - Blindern;SN18700;28.09.2025 10:00;13,2
Oslo - Blindern;SN18700;28.09.2025 11:00;12
Oslo - Blindern;SN18700;28.09.2025 12:00;11,1
Oslo - Blindern;SN18700;28.09.2025 13:00;11,3
Oslo - Blindern;SN18700;28.09.2025 14:00;12,4
Oslo - Blindern;SN18700;28.09.2025 15:00;12,7
Oslo - Blindern;SN18700;28.09.2025 16:00;12,8
Oslo - Blindern;SN18700;28.09.2025 17:00;12,7
Oslo - Blindern;SN18700;28.09.2025 18:00;12,2
Oslo - Blindern;SN18700;28.09.2025 19:00;12,1
Oslo - Blindern;SN18700;28.09.2025 20:00;11,9
Oslo - Blindern;SN18700;28.09.2025 21:00;11,7
Oslo - Blindern;SN18700;28.09.2025 22:00;11,5
Oslo - Blindern;SN18700;28.09.2025 23:00;11,9
Oslo - Blindern;SN18700;29.09.2025 00:00;11,4
Oslo - Blindern;SN18700;29.09.2025 01:00;11,4
Oslo - Blindern;SN18700;29.09.2025 02:00;11,6
Oslo - Blindern;SN18700;29.09.2025 03:00;11,6
Oslo - Blindern;SN18700;29.09.2025 04:00;11,6
Oslo - Blindern;SN18700;29.09.2025 05:00;11,9
Oslo - Blindern;SN18700;29.09.2025 06:00;11,8
Oslo - Blindern;SN18700;29.09.2025 07:00;12
Oslo - Blindern;SN18700;29.09.2025 08:00;12,1
Oslo - Blindern;SN18700;29.09.2025 09:00;12
Oslo - Blindern;SN18700;29.09.2025 10:00;11,5
Oslo - Blindern;SN18700;29.09.2025 11:00;12,6
Oslo - Blindern;SN18700;29.09.2025 12:00;13,4
Oslo - Blindern;SN18700;29.09.2025 13:00;14,6
Oslo - Blindern;SN18700;29.09.2025 14:00;13,8
Oslo - Blindern;SN18700;29.09.2025 15:00;13,2
