"","x"
"287",-65.4264134721478
"288",41.9039362358482
"289",22.2927995296961
"290",0.720908526276617
"291",-170.533109260056
"292",-41.9030930372797
"293",-44.2248706325265
"294",61.6975481100586
"295",-22.7342030994957
"296",100.046294044246
"297",-84.4809779606084
"298",-87.3603841433159
"299",-116.030344059233
"300",134.101828316572
"301",78.8882953465858
"302",47.0024911832423
"303",-7.92151845279113
"304",29.9147827836247
"305",-9.97522533769836
"306",-9.09496660103468
"307",-65.0946828027627
"308",-82.6519279082818
"309",-76.7727394146386
"310",47.8669164485375
"311",-43.800881651306
"312",41.4940590970035
"313",-8.24146502617532
"314",-115.662972278146
"315",-38.9450854552221
"316",21.5707892130604
"317",-92.5498492278416
"318",-88.6609572804374
"319",55.6956619097303
"320",8.41311848848881
"321",-13.312544930532
"322",-32.44520842695
"323",-26.419855547534
"324",68.6433279552631
"325",-127.833841404855
"326",-72.2010478922975
"327",-205.7881734164
"328",114.016756465739
"329",-126.634696150025
"330",19.3793443641002
"331",145.976808941973
"332",-15.1088388504498
"333",92.7162221781194
"334",-17.0471207102015
"335",-25.659906414961
"336",22.672942116589
"337",48.0894381691504
"338",-96.2082714812675
"339",-67.0816548790322
"340",-61.1507971678724
"341",-26.6254313332723
"342",-78.8295896025815
"343",-51.3072012983932
"344",-128.276464149147
"345",-3.04931966357424
"346",118.374549541188
"347",39.5593554295453
"348",-143.587299893353
"349",-275.363678432181
"350",-41.2572824333051
"351",19.6331543122595
"352",-50.2456538491811
"353",-67.0938093050657
"354",-112.073558422322
"355",220.69346915224
"356",-4.84095849302832
"357",106.789261123949
"358",-24.2382745908078
"359",-15.9394777715929
"360",29.2304405800146
"361",-84.8978598953595
"362",114.848350259914
"363",-124.946721192815
"364",-43.2150646706935
"365",-56.0622989301343
"366",-112.072864886427
"367",-11.4181200203419
"368",-61.5891503573168
"369",-113.306759158117
"370",-8.45807995729945
"371",-23.3363549023497
"372",51.1422478796032
"373",-139.03087362462
"374",49.6362728996381
"375",-71.0848054995269
"376",-61.7573237265178
"377",-58.9691836119284
"378",94.6056667078916
"379",-15.0375791293501
"380",85.2983274734845
"381",12.246710609205
"382",-12.1083039880226
"383",-21.8215467975331
"384",39.1502828410197
"385",14.3219314546201
"386",-63.4717673022139
"387",-69.9488888215308
"388",-54.3523699661286
"389",14.0257357866333
"390",84.2013260992234
"391",-12.1076934490645
"392",1.0572884106623
"393",31.3556296163483
"394",-40.4514790204823
"395",70.0503242672934
"396",22.6419310396027
"397",93.2408547036621
"398",-195.350529424446
"399",-85.3839686582813
"400",-75.1814583897362
"401",195.383783784192
"402",-67.2285239385247
"403",7.6900807933232
"404",7.50211950441462
"405",-28.7674840402078
"406",18.4197982353176
"407",-31.5553712115078
"408",5.58869614208822
"409",-26.7653486095948
"410",-329.659415781155
"411",-27.676244517257
"412",-75.7843846564661
"413",-50.9354019274317
"414",-51.782499049537
"415",-55.4252014867321
"416",-89.8739809593306
"417",-41.2101352108414
"418",101.776372200838
"419",-70.1226086430038
"420",-184.67933196821
"421",202.005790996574
"422",-172.361013783493
"423",-52.0101885472278
"424",-16.8053694273735
"425",-113.267133239598
"426",0.608564578414956
"427",-245.411496961441
"428",-137.914581274951
"429",-25.4912386029935
"430",267.154629935051
"431",-144.906803803143
"432",-382.970353804469
"433",-7.67250870590448
"434",21.6947849727157
"435",36.0906829131997
"436",9.41970923681554
"437",-94.2959208168952
"438",-39.2760355794326
"439",-56.9768369066614
"440",-87.075825553905
"441",-175.690111382377
"442",57.9208105418801
"443",-12.7578004490314
"444",-76.4168321645699
"445",-14.5657201063812
"446",33.1798785673822
"447",-12.1094719536856
"448",-26.0777260207423
"449",-78.1291139429482
"450",-62.6618268911483
"451",-64.6255136109002
"452",-66.2197090216766
"453",349.120824654797
"454",-108.400922487489
"455",6.76842350481104
"456",105.211373903198
"457",0.828481664693754
"458",-13.0246364975022
"459",106.900629241716
"460",-14.7486623761065
"461",-59.8542691199377
"462",-12.4589313067847
"463",78.479821230234
"464",87.5752051190501
"465",-12.2990720387505
"466",-73.5225743000556
"467",27.640805994019
"468",77.6010429838045
"469",45.5557505084282
"470",50.6547554287631
"471",-93.4912117627437
"472",153.387891448215
"473",-76.962293897826
"474",53.4560650309385
"475",-15.8923481258064
"476",3.48920698564837
"477",-9.3249675705232
"478",27.8101466102469
"479",1.60368716123116
"480",81.5860805882112
"481",-17.4186764289692
"482",37.5919083219893
"483",0.715017859979298
"484",-47.9704067663457
"485",-87.1858900208422
"486",-46.6324215886603
"487",49.2424991561063
"488",85.7777360117993
"489",-49.347338992741
"490",-14.501629816824
"491",110.499313626378
"492",47.7927330680727
"493",26.6336698737107
"494",-168.412339908168
"495",-233.845560127085
"496",-54.1974219240854
"497",-30.8256241014442
"498",23.7600473955105
"499",151.349144374696
"500",38.406469558745
"501",-15.1143966643257
"502",-3.31278158137218
"503",-23.9884047866806
"504",-34.9570615931999
"505",71.2761939164221
"506",-21.5300090778545
"507",-382.554636245597
"508",22.2802537474329
"509",18.4480588263382
"510",-8.64704930092373
"511",-47.0061280861351
"512",-99.5352039135621
"513",226.590771386342
"514",10.6027498282162
"515",-11.6245236273639
"516",33.0269680517504
"517",8.67476046834497
"518",-86.4641342738994
"519",56.7620258641494
"520",-107.400886491435
"521",120.021697282443
"522",-69.1683825522119
"523",98.7596570845407
"524",-46.5060757432284
"525",-11.854329591844
"526",-30.9279001629357
"527",-21.1481360736967
"528",-122.448615315135
"529",-166.114035102961
"530",-139.485712645415
"531",-38.3555779704188
"532",-3.97687179339848
"533",41.1101321350049
"534",-32.1649197219742
"535",-42.3000908557038
"536",-103.632244678736
"537",-196.432214909848
"538",-113.868997305033
"539",152.663205420907
"540",151.348356335143
"541",-62.1554255516103
"542",-155.67654032363
"543",-13.9968029708443
"544",111.700835895743
"545",34.5588328026615
"546",-2.1188232330868
"547",-15.0121213376
"548",148.240205098193
"549",-15.2266464958467
"550",-378.819005180931
"551",200.716770587531
"552",117.306930899114
"553",-115.024486633189
"554",136.089931280523
"555",-348.604433633662
"556",11.2070000031564
"557",-36.9990581182831
"558",-36.9777336589235
"559",-32.8436844526168
"560",-62.4498065904569
"561",-136.907330968621
"562",-92.072651633522
"563",-86.6870361436416
"564",-43.2099872161339
"565",-6.52288805919181
"566",46.4221768406895
"567",-1.56045738884115
"568",9.42927422501234
"569",-29.2951787693964
"570",128.984917031138
"571",23.5166655045018
"572",-109.567123087308
"573",-79.393889782981
"574",194.475085631489
"575",-64.3672402508602
"576",-157.106471951697
"577",17.3112544781251
"578",-163.481413144027
"579",195.289832138113
"580",-108.432664393146
"581",-39.7082292857413
"582",-8.13264264062664
"583",-61.5639544018251
"584",166.329859881904
"585",74.0326856284652
"586",203.488168562083
"587",1.96597106610045
"588",65.6917109147963
"589",15.6036451711907
"590",59.0171818346474
"591",55.1757047808309
"592",25.1433287472601
"593",-10.135883017261
"594",-9.61684885345642
"595",-86.8994466573781
"596",-9.48147968651165
"597",-137.747968886849
"598",-84.642781155727
"599",19.9906264594001
"600",74.2812627850308
"601",51.681804566186
"602",-48.9920792709029
"603",-556.420772465828
"604",534.286275202714
"605",-56.3471445872394
"606",23.6827804443733
"607",-32.9654219914691
"608",-118.85056229917
"609",-105.111327936037
"610",200.77536892874
"611",-129.18280197531
"612",-73.1665248068517
"613",156.663730118121
"614",78.2731924742358
"615",37.268904838873
"616",108.597593344072
"617",-47.4231464204555
"618",-122.78619212098
"619",-23.599604850505
"620",-89.7588565774601
"621",-53.5483203040014
"622",-83.333695189546
"623",29.9476740494872
"624",-1.84605883561164
"625",81.2409389615078
"626",60.9005067590808
"627",129.194315655005
"628",-63.5800957431871
"629",6.38016476508892
"630",37.1473310701506
"631",-32.9392551244534
"632",-1.45650736239656
"633",-138.494099176644
"634",-71.9698250195764
"635",73.64687568703
"636",59.6673270519213
"637",31.4584045495634
"638",56.7329292712076
"639",51.589863358324
"640",-60.2549541539033
"641",-48.8262742908505
"642",85.5212217047933
"643",-65.9880002615865
"644",-56.2465448625047
"645",33.3063346217648
"646",32.3636621496905
"647",-145.853374156426
"648",-28.564333628329
"649",99.5946726956646
"650",95.5715438017445
"651",47.7641433740312
"652",9.91309658237128
"653",39.4520729981612
"654",32.8587693884939
"655",14.8985949569558
"656",-104.380325720874
"657",-90.669272416009
"658",-19.3214888859857
"659",82.5149293903892
"660",52.5616617828538
"661",36.9104884523109
"662",64.3112609131556
"663",51.634655756574
"664",19.9564819644745
"665",9.34081560211905
"666",-4.68960299110631
"667",-48.7497004000019
"668",-50.8604218208819
"669",-18.6782309759233
"670",-27.2218929631405
"671",-118.492866531301
"672",21.8933779414422
"673",27.521154196338
"674",85.2279458623161
"675",15.2990101978984
"676",37.8600247477335
"677",19.3767505526137
"678",8.72372129192809
"679",-6.66372105798473
"680",-52.606047859518
"681",-101.71791884951
"682",37.0360647444622
"683",216.376930727407
"684",287.300935356406
"685",-122.990943120566
"686",52.4546708655904
"687",33.8773075979731
"688",10.9653235631256
"689",15.7456247249801
"690",-40.4382298222573
"691",-43.496135952691
"692",-86.1370482656607
"693",-45.8305667304149
"694",-88.1616967420101
"695",130.837350265951
"696",-38.1488682774319
"697",-109.880887286799
"698",94.1316820636017
"699",23.6383172937022
"700",24.577348454189
"701",41.6768525234378
"702",7.4271184846325
"703",0.388443099371443
"704",-52.7046785262122
"705",-135.394953725528
"706",-123.833592220786
"707",-76.9368212871093
"708",170.108072390322
"709",82.9206743711196
"710",65.9588834930082
"711",60.8388074545318
"712",3.55197461913315
"713",69.0348163647321
"714",-15.2719394903447
"715",-25.8955523974756
"716",-124.911988165707
"717",-53.952093410123
"718",152.980114594975
"719",-140.089549869929
"720",-12.4576278518676
"721",-5.07111733571571
"722",-14.312821138557
"723",-83.1364160558494
"724",27.9953578508633
"725",35.9876444969512
"726",1.17256080132188
"727",-98.1490103152593
"728",-25.0835764126746
"729",-141.658657088297
"730",-20.33302165789
"731",139.334547401706
"732",68.1107334414419
"733",36.283922539138
"734",19.5565069443904
"735",-74.9484407996035
"736",23.6175945293876
"737",67.9811496904141
"738",86.7533902417717
"739",-52.902593540831
"740",-31.0143685267021
"741",-71.4420962134611
"742",-276.179887445008
"743",-71.3792928050241
"744",33.6663438862975
"745",51.3513106867643
"746",32.1776610299156
"747",67.4051337425767
"748",5.14760812333986
"749",-11.7112655693911
"750",18.2369529964027
"751",9.62871607021123
"752",-75.6947072133042
"753",-124.859527804728
"754",294.007510361829
"755",-36.9398011634363
"756",8.27330465201669
"757",40.0209128615084
"758",62.0796952319724
"759",50.9787404587561
"760",34.899104379644
"761",-5.88130426915654
"762",-35.9391800599188
"763",-2.96119597003099
"764",1.52432250686172
"765",410.034228444571
"766",191.954984924546
"767",-632.476307026502
"768",-3.56000381314857
"769",-82.3134267945663
"770",169.55025991651
"771",-98.4767469745397
"772",60.7439203493118
"773",-53.1823096279749
"774",48.4075092205099
"775",-67.9621183855076
"776",-51.3997373430375
"777",27.4025295452543
"778",65.8806323735815
"779",-82.4556136625704
"780",88.0827041033393
"781",-16.3003525874658
"782",65.2311695683321
"783",43.5970255095456
"784",37.9695724113046
"785",-18.2313633656656
"786",-53.9627275751491
"787",-48.8518273604119
"788",-47.447632207567
"789",-25.0249053502345
"790",-60.1908893488176
"791",2.32449582163827
"792",-29.311324259844
"793",6.41103266200594
"794",-23.4576452976339
"795",29.1480932717799
"796",25.5996420681739
"797",16.4413524507767
"798",-16.8835134684591
"799",-16.0172068413134
"800",-50.9238662763314
"801",-9.04877863223703
"802",-0.750833425277278
"803",14.6729694468131
"804",-16.8797249061588
"805",14.9843959946749
"806",26.2635659104786
"807",63.678372359154
"808",15.8245424094117
"809",0.595141762260482
"810",-58.4903712142627
"811",-58.3284696778638
"812",-40.8849160190666
"813",-19.5032296322611
"814",-85.680818007078
"815",89.221872964592
"816",-68.341810804777
"817",380.004059764842
"818",-21.8720629164434
"819",32.7486948413919
"820",-8.22185925255872
"821",8.98416328037536
"822",-19.1950068360807
"823",1.40390527203238
"824",1.93076158911435
"825",-54.7487284258501
"826",-42.5386966436815
"827",37.8542741073027
"828",14.8519033417833
"829",28.3856968543415
"830",16.1349457132701
"831",14.9135648300668
"832",-8.88211914337626
"833",30.6099252100585
"834",-35.0221478840079
"835",-142.020910728894
"836",39.3594425228836
"837",-33.0154910366145
"838",-142.440052240236
"839",106.765989048306
"840",-26.8238293461628
"841",72.7747768388394
"842",29.8597381151324
"843",-6.14114388488508
"844",-3.31036313764776
"845",-27.5676404514064
"846",-33.3759247040574
"847",66.6816399773164
"848",-27.354500965024
"849",-83.4598433463334
"850",-172.155203098205
"851",69.6801332834652
"852",70.1498736263644
"853",40.1839385681193
"854",-106.462910293753
"855",-124.802788523598
"856",-64.8728634371403
"857",31.2407082227213
"858",120.193968177403
"859",22.889475432651
"860",-46.7330245140884
"861",-56.6842320314564
"862",14.6447256688019
"863",-50.6093374442095
"864",-119.574538172162
"865",-147.544603625528
"866",-107.069747033908
"867",-33.8659359537949
"868",74.0572034640263
"869",-58.0754452487244
"870",-61.5677457478121
"871",-67.4639623997785
"872",-123.108564860971
"873",-154.337883842557
"874",-136.60683238109
"875",64.9143903948256
"876",-147.837107071334
"877",1.38003090248035
"878",23.8349279579006
"879",17.4801598928575
"880",-12.077309566219
"881",-75.9351580670012
"882",-121.28076076624
"883",-122.416712507836
"884",-93.4162920422243
"885",-108.785339139996
"886",-7.00901361008616
"887",-79.7775400542193
"888",-15.6358907586702
"889",-6.88561278610136
"890",32.5509569417304
"891",-46.7077855647198
"892",-41.7792172142016
"893",-12.8035888756229
"894",-23.3452934106009
"895",-53.5155368221287
"896",-82.8739249141822
"897",-121.163194305403
"898",-93.2029706549308
"899",-55.5054603208451
"900",1.95111703685155
"901",-23.1326358492531
"902",-17.8607645424392
"903",10.1349914194566
"904",-25.1336931966164
"905",-39.244839878033
"906",-103.332990093321
"907",-94.5044484934635
"908",-62.7395118679031
"909",72.9282556927263
"910",117.371901053968
"911",-158.775177662438
"912",-134.039837048407
"913",3.75829805217769
"914",-2.2605010606263
"915",196.39952966621
"916",-116.451590825845
"917",-18.2999200801825
"918",13.1508259568403
"919",49.7583149407693
"920",13.7498956351705
"921",251.764577086888
"922",-74.2811715002609
"923",76.4458461056819
"924",78.5915387467313
"925",11.4444770920459
"926",87.4620873100786
"927",54.4381467625105
"928",49.9708233107161
"929",5.53484960621631
"930",-33.1127134708419
"931",11.3201066013082
"932",-63.0343762238641
"933",30.7187677707866
"934",30.8620158197353
"935",-62.9885088963749
"936",26.2533264860999
"937",3.25487161195792
"938",36.9240948307669
"939",-29.1837965172317
"940",38.5678806775595
"941",28.6550249674396
"942",10.9280473284758
"943",-13.3261389340539
"944",-46.8287255856929
"945",-107.735967748294
"946",-80.9251001521321
"947",-382.926183177567
"948",540.844667982466
"949",-193.968960744234
"950",136.896076165098
"951",67.9717762790976
"952",19.5491861262966
"953",-5.09761842053138
"954",-63.874799769725
"955",-16.3361960593667
"956",-71.2888383400664
"957",79.2420795599259
"958",-159.577262189018
"959",-25.5698308727585
"960",2.23346708571808
"961",95.3331664707189
"962",44.7636101436904
"963",147.761819961767
"964",-51.758375975416
"965",42.446768757665
"966",32.7339767158536
"967",-46.8792097228282
"968",-45.5662252169723
"969",87.7182484919049
"970",-31.6142734325979
"971",131.147230356687
"972",-86.9988021650726
"973",-37.0462981803729
"974",41.1775752223238
"975",66.3973212843181
"976",46.6198310299299
"977",-39.3182777771904
"978",-43.0099591752585
"979",76.9062219562078
"980",-118.529604025376
"981",108.702392680985
"982",66.8137738523914
"983",-48.3153335554715
"984",-13.1566153828434
"985",-66.4735579630625
"986",70.9779975207741
"987",74.1154026309204
"988",0.509063712907391
"989",34.4230227770224
"990",45.3034203653268
"991",40.9364857990651
"992",17.2548592475482
"993",-83.0509824707943
"994",-31.9391514522182
"995",73.7071019471866
"996",38.354226376983
"997",85.5183790558982
"998",74.1590174322823
"999",22.8447920604624
"1000",53.7663175427675
"1001",-10.0800070153757
"1002",-29.5616106412726
"1003",-48.5294495476022
"1004",-3.52190974487348
"1005",-74.0056360840083
"1006",-12.3195459414198
"1007",-24.8080320327996
"1008",-7.38405849555977
"1009",14.2020009562608
"1010",-18.93092752018
"1011",-313.472979316058
"1012",-47.4750476276901
"1013",-27.6163234155797
"1014",-23.6554823329416
"1015",56.2706846057558
"1016",207.56193406635
"1017",8.43218346633614
"1018",-34.7905958516636
"1019",8.56586669169087
"1020",56.5383196113202
"1021",38.3156564834051
"1022",26.089447483742
"1023",40.2495679477
"1024",3.64695293418072
"1025",-14.255648619476
"1026",-33.7120528841967
"1027",-72.1385848699038
"1028",-14.5006193304578
"1029",-37.0330382562286
"1030",-92.2389278961004
"1031",-93.0732203878639
"1032",-35.614841891781
"1033",-56.1587850623216
"1034",-20.4013691424088
"1035",80.8575171874338
"1036",-155.152267154817
"1037",-5.21887210417184
"1038",-21.0818569165993
"1039",-82.0793437107502
"1040",-123.134244852171
"1041",-148.730220718721
"1042",15.6771794967073
"1043",220.318562409201
"1044",119.883016806162
"1045",136.187612670181
"1046",71.3311869186726
"1047",-2.23062912592843
"1048",-10.7264310607785
"1049",42.5135805299154
"1050",99.4446517799962
"1051",-83.4168549239705
"1052",-138.203644098073
"1053",-118.934605070186
"1054",16.3351188145715
"1055",26.3526905575665
"1056",-23.9466569912561
"1057",44.1880230255302
"1058",78.0303520088098
"1059",-132.136113397086
"1060",-80.816932582775
"1061",-19.911095404592
"1062",0.486451836978759
"1063",-24.2505191705036
"1064",-41.4026046579169
"1065",-81.9571539518401
"1066",171.581114495273
"1067",-36.6769055165778
"1068",49.8384605511525
"1069",27.5737449234768
"1070",88.9190857497812
"1071",78.9690860142753
"1072",71.4121801511532
"1073",-27.1190840248739
"1074",-76.7673228764976
"1075",38.0982490930467
"1076",-95.2497298112231
"1077",166.35592988409
"1078",-188.777133898555
"1079",22.0141394793247
"1080",62.9692324186321
"1081",4.13782137278628
"1082",91.9248286250711
"1083",52.2533913831899
"1084",-17.0232962119662
"1085",22.3597496210747
"1086",29.8477609942121
"1087",194.262421857779
"1088",32.4434795517271
"1089",-6.57378033876853
"1090",27.1808648726709
"1091",33.3041844164038
"1092",6.75725833801459
"1093",65.5744863082854
"1094",53.5514456379806
"1095",56.7198700525738
"1096",43.7986945266888
"1097",8.21551074612887
"1098",-15.8168998860302
"1099",-40.8063105140152
"1100",2.87694935578713
"1101",17.5177599907006
"1102",30.7838589051211
"1103",-96.8360928458105
"1104",41.5317073654537
"1105",30.4758060519976
"1106",32.1646618604995
"1107",54.4359958921181
"1108",53.4365201642879
"1109",35.2138959479115
"1110",30.9423304775673
"1111",4.18094193934792
"1112",-57.1378139652292
"1113",-72.4200714069279
"1114",-6.81342883185437
"1115",275.761976556147
"1116",-67.5656015356769
"1117",139.442639084006
"1118",-149.555781478862
"1119",106.903981728847
"1120",7.66687535619724
"1121",15.8441128335348
"1122",-14.5529181774785
"1123",77.3986102453167
"1124",359.142104730709
"1125",566.645897112
"1126",11.0709304854481
"1127",-690.738501375429
"1128",-97.5926075451329
"1129",76.0646339746097
"1130",53.0869044908292
"1131",-92.2999679833202
"1132",53.7188475995222
"1133",-36.6839909847461
"1134",21.162372800967
"1135",27.9168199538196
"1136",57.1411404433029
"1137",-85.0799351309221
"1138",94.2071764467941
"1139",33.0338838545057
"1140",-70.5692328895739
"1141",46.9278616770516
"1142",110.890076099587
"1143",55.3715245726013
"1144",48.2492529604123
"1145",-7.90076750111564
"1146",-5.76280022698973
"1147",-58.8435304461212
"1148",-123.278245789028
"1149",-119.673855353866
"1150",-48.310399826325
"1151",134.243005055347
"1152",50.1648743571972
"1153",76.0218615315995
"1154",25.1813536609417
"1155",40.7126229756093
"1156",29.4780707286528
"1157",37.1928479898916
"1158",10.2680500798656
"1159",14.1534531797022
"1160",-53.8422321362731
"1161",-97.6845531214358
"1162",-113.253991710652
"1163",43.038700683999
"1164",101.58692232974
"1165",16.7084147844305
"1166",10.7292641651906
"1167",117.033318678999
"1168",60.9631525471044
"1169",6.00043872401807
"1170",-46.2706879340309
"1171",-71.9236781444312
"1172",-62.9889563932348
"1173",-90.1259947239831
"1174",11.5291489578453
"1175",37.7274718919516
"1176",38.7074377423086
"1177",43.9439445030368
"1178",58.2178092610752
"1179",26.4321487154813
"1180",38.8678615999895
"1181",33.9873734350232
"1182",34.884578978672
"1183",29.0944458832131
"1184",-53.3985224055506
"1185",-73.1605505649403
"1186",-59.4084611994334
"1187",40.0724002202682
"1188",80.4517577859243
"1189",63.8976609597139
"1190",62.0202145930663
"1191",32.7472966102127
"1192",29.5813835644298
"1193",-17.7580034258494
"1194",-38.5850070183828
"1195",-25.8074822433118
"1196",-45.1636365610531
"1197",-19.7086710481099
"1198",-28.3970397882201
"1199",-26.3234601513971
"1200",27.9873584907435
"1201",50.0982128926297
"1202",36.1157524460029
"1203",-106.070959095737
"1204",36.2134282421717
"1205",14.1704415928781
"1206",11.4850559218806
"1207",-1.08020680721063
"1208",-24.5653864769802
"1209",12.298132453654
"1210",-90.3590262971626
"1211",19.3969106298465
"1212",67.9850228922248
"1213",74.7546064200444
"1214",61.3615976604495
"1215",28.391926771875
"1216",24.4298881595861
"1217",21.2369390462349
"1218",-6.27415451855359
"1219",-40.5955596746863
"1220",-36.6893235368805
"1221",-22.5610691512162
"1222",-8.53432054758832
"1223",-11.4597107832211
"1224",43.1209237927294
