"","time","AvgTempNO1","Price_NOK","Energy","demand","HDH","price_lag1","price_lag2","price_lag24","price_lag168","HDH_lag24","demand_lag24","supply_lag168","hour","weekday","month","dummy_hour","dummy_weekday","dummy_month"
"1",2025-01-01 02:00:00,-4.12,222.6208,4083140,5040.89,22.12,NA,NA,NA,NA,NA,NA,NA,2,3,1,"2","3","1"
"2",2025-01-01 03:00:00,-4.36,151.9568,4083140,4998.34,22.36,222.6208,NA,NA,NA,NA,NA,NA,3,3,1,"3","3","1"
"3",2025-01-01 04:00:00,-4.52,157.5632,4083140,4962.98,22.52,151.9568,222.6208,NA,NA,NA,NA,NA,4,3,1,"4","3","1"
"4",2025-01-01 05:00:00,-4.74,169.2432,4083140,4946.87,22.74,157.5632,151.9568,NA,NA,NA,NA,NA,5,3,1,"5","3","1"
"5",2025-01-01 06:00:00,-4.94,53.4944,4083140,4997.93,22.94,169.2432,157.5632,NA,NA,NA,NA,NA,6,3,1,"6","3","1"
"6",2025-01-01 07:00:00,-5,250.6528,4083140,5138.6,23,53.4944,169.2432,NA,NA,NA,NA,NA,7,3,1,"7","3","1"
"7",2025-01-01 08:00:00,-5.1,261.632,4083140,5230.2,23.1,250.6528,53.4944,NA,NA,NA,NA,NA,8,3,1,"8","3","1"
"8",2025-01-01 09:00:00,-5.22,264.4352,4083140,5357.86,23.22,261.632,250.6528,NA,NA,NA,NA,NA,9,3,1,"9","3","1"
"9",2025-01-01 10:00:00,-5.14,287.7952,4083140,5424.45,23.14,264.4352,261.632,NA,NA,NA,NA,NA,10,3,1,"10","3","1"
"10",2025-01-01 11:00:00,-5.1,326.456,4083140,5555.03,23.1,287.7952,264.4352,NA,NA,NA,NA,NA,11,3,1,"11","3","1"
"11",2025-01-01 12:00:00,-5.1,327.1568,4083140,5689.4,23.1,326.456,287.7952,NA,NA,NA,NA,NA,12,3,1,"12","3","1"
"12",2025-01-01 13:00:00,-5.02,316.7616,4083140,5844.22,23.02,327.1568,326.456,NA,NA,NA,NA,NA,13,3,1,"13","3","1"
"13",2025-01-01 14:00:00,-5.18,313.7248,4083140,5886.31,23.18,316.7616,327.1568,NA,NA,NA,NA,NA,14,3,1,"14","3","1"
"14",2025-01-01 15:00:00,-5.26,311.272,4083140,5953.58,23.26,313.7248,316.7616,NA,NA,NA,NA,NA,15,3,1,"15","3","1"
"15",2025-01-01 16:00:00,-5.26,318.7472,4083140,6081.01,23.26,311.272,313.7248,NA,NA,NA,NA,NA,16,3,1,"16","3","1"
"16",2025-01-01 17:00:00,-5.52,324.0032,4083140,6210.96,23.52,318.7472,311.272,NA,NA,NA,NA,NA,17,3,1,"17","3","1"
"17",2025-01-01 18:00:00,-5.66,330.1936,4083140,6191.14,23.66,324.0032,318.7472,NA,NA,NA,NA,NA,18,3,1,"18","3","1"
"18",2025-01-01 19:00:00,-5.8,319.6816,4083140,6193.6,23.8,330.1936,324.0032,NA,NA,NA,NA,NA,19,3,1,"19","3","1"
"19",2025-01-01 20:00:00,-6.04,318.0464,4083140,6098.08,24.04,319.6816,330.1936,NA,NA,NA,NA,NA,20,3,1,"20","3","1"
"20",2025-01-01 21:00:00,-6.6,318.1632,4083140,5973.67,24.6,318.0464,319.6816,NA,NA,NA,NA,NA,21,3,1,"21","3","1"
"21",2025-01-01 22:00:00,-6.92,319.2144,4083140,5885.28,24.92,318.1632,318.0464,NA,NA,NA,NA,NA,22,3,1,"22","3","1"
"22",2025-01-01 23:00:00,-6.46,318.28,4083140,5784.64,24.46,319.2144,318.1632,NA,NA,NA,NA,NA,23,3,1,"23","3","1"
"23",2025-01-02,-6.5,306.2496,4083140,5689.48,24.5,318.28,319.2144,NA,NA,NA,NA,NA,0,4,1,"0","4","1"
"24",2025-01-02 01:00:00,-7.14,309.9872,4083140,5488.71,25.14,306.2496,318.28,NA,NA,NA,NA,NA,1,4,1,"1","4","1"
"25",2025-01-02 02:00:00,-7.2,306.4832,4083140,5396.13,25.2,309.9872,306.2496,222.6208,NA,22.12,5040.89,NA,2,4,1,"2","4","1"
"26",2025-01-02 03:00:00,-6.98,301.8112,4083140,5327.42,24.98,306.4832,309.9872,151.9568,NA,22.36,4998.34,NA,3,4,1,"3","4","1"
"27",2025-01-02 04:00:00,-7.38,323.0688,4083140,5313.09,25.38,301.8112,306.4832,157.5632,NA,22.52,4962.98,NA,4,4,1,"4","4","1"
"28",2025-01-02 05:00:00,-8.72,346.1952,4083140,5395.91,26.72,323.0688,301.8112,169.2432,NA,22.74,4946.87,NA,5,4,1,"5","4","1"
"29",2025-01-02 06:00:00,-9.18,384.9728,4083140,5578.97,27.18,346.1952,323.0688,53.4944,NA,22.94,4997.93,NA,6,4,1,"6","4","1"
"30",2025-01-02 07:00:00,-9.46,426.7872,4083140,5946.93,27.46,384.9728,346.1952,250.6528,NA,23,5138.6,NA,7,4,1,"7","4","1"
"31",2025-01-02 08:00:00,-9.88,993.0336,4083140,6351.6,27.88,426.7872,384.9728,261.632,NA,23.1,5230.2,NA,8,4,1,"8","4","1"
"32",2025-01-02 09:00:00,-9.34,1295.0784,4083140,6548.87,27.34,993.0336,426.7872,264.4352,NA,23.22,5357.86,NA,9,4,1,"9","4","1"
"33",2025-01-02 10:00:00,-8.96,1338.2944,4083140,6617.24,26.96,1295.0784,993.0336,287.7952,NA,23.14,5424.45,NA,10,4,1,"10","4","1"
"34",2025-01-02 11:00:00,-8.56,1348.9232,4083140,6652.4735,26.56,1338.2944,1295.0784,326.456,NA,23.1,5555.03,NA,11,4,1,"11","4","1"
"35",2025-01-02 12:00:00,-7.2,1209.464,4083140,6652.4735,25.2,1348.9232,1338.2944,327.1568,NA,23.1,5689.4,NA,12,4,1,"12","4","1"
"36",2025-01-02 13:00:00,-5.76,1088.8096,4083140,6647.11,23.76,1209.464,1348.9232,316.7616,NA,23.02,5844.22,NA,13,4,1,"13","4","1"
"37",2025-01-02 14:00:00,-5.48,1138.6832,4083140,6585.3,23.48,1088.8096,1209.464,313.7248,NA,23.18,5886.31,NA,14,4,1,"14","4","1"
"38",2025-01-02 15:00:00,-5.66,1195.6816,4083140,6544.9,23.66,1138.6832,1088.8096,311.272,NA,23.26,5953.58,NA,15,4,1,"15","4","1"
"39",2025-01-02 16:00:00,-6.02,1341.0976,4083140,6609.97,24.02,1195.6816,1138.6832,318.7472,NA,23.26,6081.01,NA,16,4,1,"16","4","1"
"40",2025-01-02 17:00:00,-7.16,1466.0736,4083140,6652.4735,25.16,1341.0976,1195.6816,324.0032,NA,23.52,6210.96,NA,17,4,1,"17","4","1"
"41",2025-01-02 18:00:00,-5.96,1622.0016,4083140,6639.23,23.96,1466.0736,1341.0976,330.1936,NA,23.66,6191.14,NA,18,4,1,"18","4","1"
"42",2025-01-02 19:00:00,-5.44,1556.4768,4083140,6557.3,23.44,1622.0016,1466.0736,319.6816,NA,23.8,6193.6,NA,19,4,1,"19","4","1"
"43",2025-01-02 20:00:00,-4.88,1128.6384,4083140,6534.3,22.88,1556.4768,1622.0016,318.0464,NA,24.04,6098.08,NA,20,4,1,"20","4","1"
"44",2025-01-02 21:00:00,-6.16,1077.9472,4083140,6450.16,24.16,1128.6384,1556.4768,318.1632,NA,24.6,5973.67,NA,21,4,1,"21","4","1"
"45",2025-01-02 22:00:00,-7.78,751.3744,4083140,6535.87,25.78,1077.9472,1128.6384,319.2144,NA,24.92,5885.28,NA,22,4,1,"22","4","1"
"46",2025-01-02 23:00:00,-8.12,651.744,4083140,6406.23,26.12,751.3744,1077.9472,318.28,NA,24.46,5784.64,NA,23,4,1,"23","4","1"
"47",2025-01-03,-7.84,528.8704,4083140,6104.42,25.84,651.744,751.3744,306.2496,NA,24.5,5689.48,NA,0,5,1,"0","5","1"
"48",2025-01-03 01:00:00,-7.42,457.272,4083140,5959.87,25.42,528.8704,651.744,309.9872,NA,25.14,5488.71,NA,1,5,1,"1","5","1"
"49",2025-01-03 02:00:00,-7.02,414.4064,4083140,5811.44,25.02,457.272,528.8704,306.4832,NA,25.2,5396.13,NA,2,5,1,"2","5","1"
"50",2025-01-03 03:00:00,-6.76,383.4544,4083140,5647.18,24.76,414.4064,457.272,301.8112,NA,24.98,5327.42,NA,3,5,1,"3","5","1"
"51",2025-01-03 04:00:00,-7.58,375.8624,4083140,5593.34,25.58,383.4544,414.4064,323.0688,NA,25.38,5313.09,NA,4,5,1,"4","5","1"
"52",2025-01-03 05:00:00,-8.86,368.1536,4083140,5738.17,26.86,375.8624,383.4544,346.1952,NA,26.72,5395.91,NA,5,5,1,"5","5","1"
"53",2025-01-03 06:00:00,-8.72,373.4096,4083140,5854.34,26.72,368.1536,375.8624,384.9728,NA,27.18,5578.97,NA,6,5,1,"6","5","1"
"54",2025-01-03 07:00:00,-8.04,445.008,4083140,6057.73,26.04,373.4096,368.1536,426.7872,NA,27.46,5946.93,NA,7,5,1,"7","5","1"
"55",2025-01-03 08:00:00,-6.94,574.5392,4083140,6469.58,24.94,445.008,373.4096,993.0336,NA,27.88,6351.6,NA,8,5,1,"8","5","1"
"56",2025-01-03 09:00:00,-6.6,880.5552,4083140,6652.4735,24.6,574.5392,445.008,1295.0784,NA,27.34,6548.87,NA,9,5,1,"9","5","1"
"57",2025-01-03 10:00:00,-5.64,813.512,4083140,6652.4735,23.64,880.5552,574.5392,1338.2944,NA,26.96,6617.24,NA,10,5,1,"10","5","1"
"58",2025-01-03 11:00:00,-4.42,822.5056,4083140,6652.4735,22.42,813.512,880.5552,1348.9232,NA,26.56,6652.4735,NA,11,5,1,"11","5","1"
"59",2025-01-03 12:00:00,-4.44,664.8256,4083140,6652.4735,22.44,822.5056,813.512,1209.464,NA,25.2,6652.4735,NA,12,5,1,"12","5","1"
"60",2025-01-03 13:00:00,-3.42,561.3408,4083140,6652.4735,21.42,664.8256,822.5056,1088.8096,NA,23.76,6647.11,NA,13,5,1,"13","5","1"
"61",2025-01-03 14:00:00,-3.58,546.5072,4083140,6649.32,21.58,561.3408,664.8256,1138.6832,NA,23.48,6585.3,NA,14,5,1,"14","5","1"
"62",2025-01-03 15:00:00,-4.14,554.3328,4083140,6652.4735,22.14,546.5072,561.3408,1195.6816,NA,23.66,6544.9,NA,15,5,1,"15","5","1"
"63",2025-01-03 16:00:00,-4.42,758.1488,4083140,6652.4735,22.42,554.3328,546.5072,1341.0976,NA,24.02,6609.97,NA,16,5,1,"16","5","1"
"64",2025-01-03 17:00:00,-5.34,1111.1184,4083140,6652.4735,23.34,758.1488,554.3328,1466.0736,NA,25.16,6652.4735,NA,17,5,1,"17","5","1"
"65",2025-01-03 18:00:00,-7.04,1144.1728,4083140,6652.4735,25.04,1111.1184,758.1488,1622.0016,NA,23.96,6639.23,NA,18,5,1,"18","5","1"
"66",2025-01-03 19:00:00,-7.9,1166.3648,4083140,6652.4735,25.9,1144.1728,1111.1184,1556.4768,NA,23.44,6557.3,NA,19,5,1,"19","5","1"
"67",2025-01-03 20:00:00,-8.38,1089.5104,4083140,6632.2,26.38,1166.3648,1144.1728,1128.6384,NA,22.88,6534.3,NA,20,5,1,"20","5","1"
"68",2025-01-03 21:00:00,-9.3,808.256,4083140,6555.97,27.3,1089.5104,1166.3648,1077.9472,NA,24.16,6450.16,NA,21,5,1,"21","5","1"
"69",2025-01-03 22:00:00,-10.0824,807.3216,4083140,6418.28,28.0824,808.256,1089.5104,751.3744,NA,25.78,6535.87,NA,22,5,1,"22","5","1"
"70",2025-01-03 23:00:00,-10.0824,664.1248,4083140,6358.84,28.0824,807.3216,808.256,651.744,NA,26.12,6406.23,NA,23,5,1,"23","5","1"
"71",2025-01-04,-10.0824,673.8192,4083140,6284.85,28.0824,664.1248,807.3216,528.8704,NA,25.84,6104.42,NA,0,6,1,"0","6","1"
"72",2025-01-04 01:00:00,-10.0824,529.9216,4083140,6263.23,28.0824,673.8192,664.1248,457.272,NA,25.42,5959.87,NA,1,6,1,"1","6","1"
"73",2025-01-04 02:00:00,-10.0824,489.6256,4083140,6062.83,28.0824,529.9216,673.8192,414.4064,NA,25.02,5811.44,NA,2,6,1,"2","6","1"
"74",2025-01-04 03:00:00,-10.0824,455.0528,4083140,6019.62,28.0824,489.6256,529.9216,383.4544,NA,24.76,5647.18,NA,3,6,1,"3","6","1"
"75",2025-01-04 04:00:00,-10.0824,447.4608,4083140,5959.25,28.0824,455.0528,489.6256,375.8624,NA,25.58,5593.34,NA,4,6,1,"4","6","1"
"76",2025-01-04 05:00:00,-10.0824,448.9792,4083140,5953.35,28.0824,447.4608,455.0528,368.1536,NA,26.86,5738.17,NA,5,6,1,"5","6","1"
"77",2025-01-04 06:00:00,-10.0824,453.5344,4083140,5925.8,28.0824,448.9792,447.4608,373.4096,NA,26.72,5854.34,NA,6,6,1,"6","6","1"
"78",2025-01-04 07:00:00,-10.0824,554.8,4083140,6055.91,28.0824,453.5344,448.9792,445.008,NA,26.04,6057.73,NA,7,6,1,"7","6","1"
"79",2025-01-04 08:00:00,-10.0824,846.5664,4083140,6160.63,28.0824,554.8,453.5344,574.5392,NA,24.94,6469.58,NA,8,6,1,"8","6","1"
"80",2025-01-04 09:00:00,-10.0824,1009.0352,4083140,6353.63,28.0824,846.5664,554.8,880.5552,NA,24.6,6652.4735,NA,9,6,1,"9","6","1"
"81",2025-01-04 10:00:00,-10.0824,1065.0992,4083140,6573.33,28.0824,1009.0352,846.5664,813.512,NA,23.64,6652.4735,NA,10,6,1,"10","6","1"
"82",2025-01-04 11:00:00,-10.0824,1071.1728,4083140,6652.4735,28.0824,1065.0992,1009.0352,822.5056,NA,22.42,6652.4735,NA,11,6,1,"11","6","1"
"83",2025-01-04 12:00:00,-10.0824,1072.808,4083140,6652.4735,28.0824,1071.1728,1065.0992,664.8256,NA,22.44,6652.4735,NA,12,6,1,"12","6","1"
"84",2025-01-04 13:00:00,-9.84,1044.0752,4083140,6652.4735,27.84,1072.808,1071.1728,561.3408,NA,21.42,6652.4735,NA,13,6,1,"13","6","1"
"85",2025-01-04 14:00:00,-9.74,799.496,4083140,6652.4735,27.74,1044.0752,1072.808,546.5072,NA,21.58,6649.32,NA,14,6,1,"14","6","1"
"86",2025-01-04 15:00:00,-9.9,1088.6928,4083140,6646.7,27.9,799.496,1044.0752,554.3328,NA,22.14,6652.4735,NA,15,6,1,"15","6","1"
"87",2025-01-04 16:00:00,-10.0824,1410.1264,4083140,6652.4735,28.0824,1088.6928,799.496,758.1488,NA,22.42,6652.4735,NA,16,6,1,"16","6","1"
"88",2025-01-04 17:00:00,-10.0824,1339.8128,4083140,6652.4735,28.0824,1410.1264,1088.6928,1111.1184,NA,23.34,6652.4735,NA,17,6,1,"17","6","1"
"89",2025-01-04 18:00:00,-10.0824,1685.7744,4083140,6652.4735,28.0824,1339.8128,1410.1264,1144.1728,NA,25.04,6652.4735,NA,18,6,1,"18","6","1"
"90",2025-01-04 19:00:00,-10.0824,1315.9856,4083140,6652.4735,28.0824,1685.7744,1339.8128,1166.3648,NA,25.9,6652.4735,NA,19,6,1,"19","6","1"
"91",2025-01-04 20:00:00,-10.0824,1253.1472,4083140,6652.4735,28.0824,1315.9856,1685.7744,1089.5104,NA,26.38,6632.2,NA,20,6,1,"20","6","1"
"92",2025-01-04 21:00:00,-10.0824,1104.4608,4083140,6652.4735,28.0824,1253.1472,1315.9856,808.256,NA,27.3,6555.97,NA,21,6,1,"21","6","1"
"93",2025-01-04 22:00:00,-10.0824,1081.3344,4083140,6633.76,28.0824,1104.4608,1253.1472,807.3216,NA,28.0824,6418.28,NA,22,6,1,"22","6","1"
"94",2025-01-04 23:00:00,-10.0824,699.9824,4083140,6579.87,28.0824,1081.3344,1104.4608,664.1248,NA,28.0824,6358.84,NA,23,6,1,"23","6","1"
"95",2025-01-05,-10.0824,587.3872,4083140,6481.16,28.0824,699.9824,1081.3344,673.8192,NA,28.0824,6284.85,NA,0,7,1,"0","7","1"
"96",2025-01-05 01:00:00,-10.0824,532.024,4083140,6379.78,28.0824,587.3872,699.9824,529.9216,NA,28.0824,6263.23,NA,1,7,1,"1","7","1"
"97",2025-01-05 02:00:00,-10.0824,535.9952,4083140,6251.66,28.0824,532.024,587.3872,489.6256,NA,28.0824,6062.83,NA,2,7,1,"2","7","1"
"98",2025-01-05 03:00:00,-10.0824,544.4048,4083140,6120.83,28.0824,535.9952,532.024,455.0528,NA,28.0824,6019.62,NA,3,7,1,"3","7","1"
"99",2025-01-05 04:00:00,-10.0824,560.1728,4083140,6131.22,28.0824,544.4048,535.9952,447.4608,NA,28.0824,5959.25,NA,4,7,1,"4","7","1"
"100",2025-01-05 05:00:00,-10.0824,638.6624,4083140,6123.5,28.0824,560.1728,544.4048,448.9792,NA,28.0824,5953.35,NA,5,7,1,"5","7","1"
"101",2025-01-05 06:00:00,-10.0824,653.0288,4083140,6168.73,28.0824,638.6624,560.1728,453.5344,NA,28.0824,5925.8,NA,6,7,1,"6","7","1"
"102",2025-01-05 07:00:00,-10.0824,780.224,4083140,6250.46,28.0824,653.0288,638.6624,554.8,NA,28.0824,6055.91,NA,7,7,1,"7","7","1"
"103",2025-01-05 08:00:00,-10.0824,800.8976,4083140,6337.12,28.0824,780.224,653.0288,846.5664,NA,28.0824,6160.63,NA,8,7,1,"8","7","1"
"104",2025-01-05 09:00:00,-10.0824,831.7328,4083140,6496.18,28.0824,800.8976,780.224,1009.0352,NA,28.0824,6353.63,NA,9,7,1,"9","7","1"
"105",2025-01-05 10:00:00,-10.0824,873.5472,4083140,6652.4735,28.0824,831.7328,800.8976,1065.0992,NA,28.0824,6573.33,NA,10,7,1,"10","7","1"
"106",2025-01-05 11:00:00,-10.0824,825.0752,4083140,6652.4735,28.0824,873.5472,831.7328,1071.1728,NA,28.0824,6652.4735,NA,11,7,1,"11","7","1"
"107",2025-01-05 12:00:00,-10.0824,882.0736,4083140,6652.4735,28.0824,825.0752,873.5472,1072.808,NA,28.0824,6652.4735,NA,12,7,1,"12","7","1"
"108",2025-01-05 13:00:00,-10.0824,815.0304,4083140,6652.4735,28.0824,882.0736,825.0752,1044.0752,NA,27.84,6652.4735,NA,13,7,1,"13","7","1"
"109",2025-01-05 14:00:00,-10.0824,778.472,4083140,6652.4735,28.0824,815.0304,882.0736,799.496,NA,27.74,6652.4735,NA,14,7,1,"14","7","1"
"110",2025-01-05 15:00:00,-10.0824,681.7616,4083140,6652.4735,28.0824,778.472,815.0304,1088.6928,NA,27.9,6646.7,NA,15,7,1,"15","7","1"
"111",2025-01-05 16:00:00,-10.0824,533.192,4083140,6652.4735,28.0824,681.7616,778.472,1410.1264,NA,28.0824,6652.4735,NA,16,7,1,"16","7","1"
"112",2025-01-05 17:00:00,-10.0824,555.968,4083140,6652.4735,28.0824,533.192,681.7616,1339.8128,NA,28.0824,6652.4735,NA,17,7,1,"17","7","1"
"113",2025-01-05 18:00:00,-9.64,710.6112,4083140,6652.4735,27.64,555.968,533.192,1685.7744,NA,28.0824,6652.4735,NA,18,7,1,"18","7","1"
"114",2025-01-05 19:00:00,-9.24,683.9808,4083140,6652.4735,27.24,710.6112,555.968,1315.9856,NA,28.0824,6652.4735,NA,19,7,1,"19","7","1"
"115",2025-01-05 20:00:00,-8.88,553.632,4083140,6652.4735,26.88,683.9808,710.6112,1253.1472,NA,28.0824,6652.4735,NA,20,7,1,"20","7","1"
"116",2025-01-05 21:00:00,-8.64,418.9616,4083140,6652.4735,26.64,553.632,683.9808,1104.4608,NA,28.0824,6652.4735,NA,21,7,1,"21","7","1"
"117",2025-01-05 22:00:00,-8.42,406.9312,4083140,6652.4735,26.42,418.9616,553.632,1081.3344,NA,28.0824,6633.76,NA,22,7,1,"22","7","1"
"118",2025-01-05 23:00:00,-8.36,387.3088,4083140,6589.41,26.36,406.9312,418.9616,699.9824,NA,28.0824,6579.87,NA,23,7,1,"23","7","1"
"119",2025-01-06,-8.22,352.0352,4083140,6374.13,26.22,387.3088,406.9312,587.3872,NA,28.0824,6481.16,NA,0,1,1,"0","1","1"
"120",2025-01-06 01:00:00,-8.06,347.7136,4083140,6138.32,26.06,352.0352,387.3088,532.024,NA,28.0824,6379.78,NA,1,1,1,"1","1","1"
"121",2025-01-06 02:00:00,-8,300.4096,4083140,5997.7,26,347.7136,352.0352,535.9952,NA,28.0824,6251.66,NA,2,1,1,"2","1","1"
"122",2025-01-06 03:00:00,-7.82,294.4528,4083140,5937.7,25.82,300.4096,347.7136,544.4048,NA,28.0824,6120.83,NA,3,1,1,"3","1","1"
"123",2025-01-06 04:00:00,-7.64,215.2624,4083140,5919.82,25.64,294.4528,300.4096,560.1728,NA,28.0824,6131.22,NA,4,1,1,"4","1","1"
"124",2025-01-06 05:00:00,-7.36,208.488,4083140,5908.46,25.36,215.2624,294.4528,638.6624,NA,28.0824,6123.5,NA,5,1,1,"5","1","1"
"125",2025-01-06 06:00:00,-7.08,291.1824,4083140,6041.15,25.08,208.488,215.2624,653.0288,NA,28.0824,6168.73,NA,6,1,1,"6","1","1"
"126",2025-01-06 07:00:00,-6.74,319.3312,4083140,6509.9,24.74,291.1824,208.488,780.224,NA,28.0824,6250.46,NA,7,1,1,"7","1","1"
"127",2025-01-06 08:00:00,-6.1,387.8928,4083140,6652.4735,24.1,319.3312,291.1824,800.8976,NA,28.0824,6337.12,NA,8,1,1,"8","1","1"
"128",2025-01-06 09:00:00,-5.94,487.2896,4083140,6652.4735,23.94,387.8928,319.3312,831.7328,NA,28.0824,6496.18,NA,9,1,1,"9","1","1"
"129",2025-01-06 10:00:00,-5.74,444.7744,4083140,6652.4735,23.74,487.2896,387.8928,873.5472,NA,28.0824,6652.4735,NA,10,1,1,"10","1","1"
"130",2025-01-06 11:00:00,-5.3,420.0128,4083140,6652.4735,23.3,444.7744,487.2896,825.0752,NA,28.0824,6652.4735,NA,11,1,1,"11","1","1"
"131",2025-01-06 12:00:00,-4.96,396.7696,4083140,6652.4735,22.96,420.0128,444.7744,882.0736,NA,28.0824,6652.4735,NA,12,1,1,"12","1","1"
"132",2025-01-06 13:00:00,-4.24,379.8336,4083140,6652.4735,22.24,396.7696,420.0128,815.0304,NA,28.0824,6652.4735,NA,13,1,1,"13","1","1"
"133",2025-01-06 14:00:00,-3.52,362.8976,4083140,6652.4735,21.52,379.8336,396.7696,778.472,NA,28.0824,6652.4735,NA,14,1,1,"14","1","1"
"134",2025-01-06 15:00:00,-2.88,367.5696,4083140,6652.4735,20.88,362.8976,379.8336,681.7616,NA,28.0824,6652.4735,NA,15,1,1,"15","1","1"
"135",2025-01-06 16:00:00,-2.62,371.8912,4083140,6652.4735,20.62,367.5696,362.8976,533.192,NA,28.0824,6652.4735,NA,16,1,1,"16","1","1"
"136",2025-01-06 17:00:00,-2.52,372.9424,4083140,6652.4735,20.52,371.8912,367.5696,555.968,NA,28.0824,6652.4735,NA,17,1,1,"17","1","1"
"137",2025-01-06 18:00:00,-2.38,391.1632,4083140,6652.4735,20.38,372.9424,371.8912,710.6112,NA,27.64,6652.4735,NA,18,1,1,"18","1","1"
"138",2025-01-06 19:00:00,-2.28,394.0832,4083140,6652.4735,20.28,391.1632,372.9424,683.9808,NA,27.24,6652.4735,NA,19,1,1,"19","1","1"
"139",2025-01-06 20:00:00,-2.2,377.264,4083140,6652.4735,20.2,394.0832,391.1632,553.632,NA,26.88,6652.4735,NA,20,1,1,"20","1","1"
"140",2025-01-06 21:00:00,-2.08,373.176,4083140,6652.4735,20.08,377.264,394.0832,418.9616,NA,26.64,6652.4735,NA,21,1,1,"21","1","1"
"141",2025-01-06 22:00:00,-1.9,330.7776,4083140,6523.17,19.9,373.176,377.264,406.9312,NA,26.42,6652.4735,NA,22,1,1,"22","1","1"
"142",2025-01-06 23:00:00,-1.66,350.6336,4083140,6296.84,19.66,330.7776,373.176,387.3088,NA,26.36,6589.41,NA,23,1,1,"23","1","1"
"143",2025-01-07,-1.44,312.2064,4083140,6032.13,19.44,350.6336,330.7776,352.0352,NA,26.22,6374.13,NA,0,2,1,"0","2","1"
"144",2025-01-07 01:00:00,-1.2,322.368,4083140,5873.05,19.2,312.2064,350.6336,347.7136,NA,26.06,6138.32,NA,1,2,1,"1","2","1"
"145",2025-01-07 02:00:00,-0.88,322.368,4083140,5664.97,18.88,322.368,312.2064,300.4096,NA,26,5997.7,NA,2,2,1,"2","2","1"
"146",2025-01-07 03:00:00,-0.42,306.016,4083140,5547.45,18.42,322.368,322.368,294.4528,NA,25.82,5937.7,NA,3,2,1,"3","2","1"
"147",2025-01-07 04:00:00,0.02,279.8528,4083140,5434.35,17.98,306.016,322.368,215.2624,NA,25.64,5919.82,NA,4,2,1,"4","2","1"
"148",2025-01-07 05:00:00,0.26,286.16,4083140,5363.55,17.74,279.8528,306.016,208.488,NA,25.36,5908.46,NA,5,2,1,"5","2","1"
"149",2025-01-07 06:00:00,0.4,335.9168,4083140,5467.06,17.6,286.16,279.8528,291.1824,NA,25.08,6041.15,NA,6,2,1,"6","2","1"
"150",2025-01-07 07:00:00,0.64,379.9504,4083140,5858.3,17.36,335.9168,286.16,319.3312,NA,24.74,6509.9,NA,7,2,1,"7","2","1"
"151",2025-01-07 08:00:00,0.34,407.7488,4083140,6269.98,17.66,379.9504,335.9168,387.8928,NA,24.1,6652.4735,NA,8,2,1,"8","2","1"
"152",2025-01-07 09:00:00,0.3,415.5744,4083140,6430.31,17.7,407.7488,379.9504,487.2896,NA,23.94,6652.4735,NA,9,2,1,"9","2","1"
"153",2025-01-07 10:00:00,0.2,407.9824,4083140,6420.53,17.8,415.5744,407.7488,444.7744,NA,23.74,6652.4735,NA,10,2,1,"10","2","1"
"154",2025-01-07 11:00:00,0.74,407.8656,4083140,6386.1,17.26,407.9824,415.5744,420.0128,NA,23.3,6652.4735,NA,11,2,1,"11","2","1"
"155",2025-01-07 12:00:00,0.98,409.1504,4083140,6391.45,17.02,407.8656,407.9824,396.7696,NA,22.96,6652.4735,NA,12,2,1,"12","2","1"
"156",2025-01-07 13:00:00,0.8,410.0848,4083140,6415.94,17.2,409.1504,407.8656,379.8336,NA,22.24,6652.4735,NA,13,2,1,"13","2","1"
"157",2025-01-07 14:00:00,0.86,408.8,4083140,6421.68,17.14,410.0848,409.1504,362.8976,NA,21.52,6652.4735,NA,14,2,1,"14","2","1"
"158",2025-01-07 15:00:00,0.92,407.5152,4083140,6439.26,17.08,408.8,410.0848,367.5696,NA,20.88,6652.4735,NA,15,2,1,"15","2","1"
"159",2025-01-07 16:00:00,0.56,408.9168,4083140,6555.57,17.44,407.5152,408.8,371.8912,NA,20.62,6652.4735,NA,16,2,1,"16","2","1"
"160",2025-01-07 17:00:00,0.46,417.7936,4083140,6652.4735,17.54,408.9168,407.5152,372.9424,NA,20.52,6652.4735,NA,17,2,1,"17","2","1"
"161",2025-01-07 18:00:00,0.14,422.5824,4083140,6652.4735,17.86,417.7936,408.9168,391.1632,NA,20.38,6652.4735,NA,18,2,1,"18","2","1"
"162",2025-01-07 19:00:00,-0.04,417.4432,4083140,6578.85,18.04,422.5824,417.7936,394.0832,NA,20.28,6652.4735,NA,19,2,1,"19","2","1"
"163",2025-01-07 20:00:00,-0.1,407.3984,4083140,6491.21,18.1,417.4432,422.5824,377.264,NA,20.2,6652.4735,NA,20,2,1,"20","2","1"
"164",2025-01-07 21:00:00,-0.28,404.0112,4083140,6372.87,18.28,407.3984,417.4432,373.176,NA,20.08,6652.4735,NA,21,2,1,"21","2","1"
"165",2025-01-07 22:00:00,-0.62,403.4272,4083140,6227.04,18.62,404.0112,407.3984,330.7776,NA,19.9,6523.17,NA,22,2,1,"22","2","1"
"166",2025-01-07 23:00:00,-1.12,398.7552,4083140,6022.72,19.12,403.4272,404.0112,350.6336,NA,19.66,6296.84,NA,23,2,1,"23","2","1"
